Weekday,day,month,year,Location_Book,modern_name,geo_id,latitude,longitude,Loc_Prob_Code,Notes
Monday,20,6,1317,Lérida,Lérida,3118514,41.6175899,0.6200146,,
Tuesday,21,6,1317,Lérida,Lérida,3118514,41.6175899,0.6200146,,
Wednesday,22,6,1317,Lérida,Lérida,3118514,41.6175899,0.6200146,,
Thursday,23,6,1317,Lérida,Lérida,3118514,41.6175899,0.6200146,,
Friday,24,6,1317,Lérida,Lérida,3118514,41.6175899,0.6200146,,
Saturday,25,6,1317,Lérida,Lérida,3118514,41.6175899,0.6200146,,
Sunday,26,6,1317,Lérida,Lérida,3118514,41.6175899,0.6200146,,
Monday,27,6,1317,Lérida,Lérida,3118514,41.6175899,0.6200146,,
Tuesday,28,6,1317,Lérida,Lérida,3118514,41.6175899,0.6200146,,
Wednesday,29,6,1317,Lérida,Lérida,3118514,41.6175899,0.6200146,,
Thursday,30,6,1317,Lérida,Lérida,3118514,41.6175899,0.6200146,,
Friday,1,7,1317,Lérida,Lérida,3118514,41.6175899,0.6200146,,
Saturday,2,7,1317,Lérida,Lérida,3118514,41.6175899,0.6200146,,
Sunday,3,7,1317,Lérida,Lérida,3118514,41.6175899,0.6200146,,
Monday,4,7,1317,Lérida,Lérida,3118514,41.6175899,0.6200146,,
Tuesday,5,7,1317,Lérida,Lérida,3118514,41.6175899,0.6200146,,
Wednesday,6,7,1317,Lérida,Lérida,3118514,41.6175899,0.6200146,,
Thursday,7,7,1317,Lérida,Lérida,3118514,41.6175899,0.6200146,,
Friday,8,7,1317,Lérida,Lérida,3118514,41.6175899,0.6200146,,
Saturday,9,7,1317,Lérida,Lérida,3118514,41.6175899,0.6200146,,
Sunday,10,7,1317,Lérida,Lérida,3118514,41.6175899,0.6200146,,
Monday,11,7,1317,Lérida,Lérida,3118514,41.6175899,0.6200146,,
Tuesday,12,7,1317,Lérida,Lérida,3118514,41.6175899,0.6200146,,
Wednesday,13,7,1317,Lérida,Lérida,3118514,41.6175899,0.6200146,,
Thursday,14,7,1317,Lérida,Lérida,3118514,41.6175899,0.6200146,,
Friday,15,7,1317,Lérida,Lérida,3118514,41.6175899,0.6200146,,
Saturday,16,7,1317,,,,,,,
Sunday,17,7,1317,Lérida,Lérida,3118514,41.6175899,0.6200146,,
Monday,18,7,1317,Lérida,Lérida,3118514,41.6175899,0.6200146,,
Tuesday,19,7,1317,Lérida,Lérida,3118514,41.6175899,0.6200146,,
Wednesday,20,7,1317,,,,,,,
Thursday,21,7,1317,Lérida,Lérida,3118514,41.6175899,0.6200146,,
Friday,22,7,1317,Lérida,Lérida,3118514,41.6175899,0.6200146,,
Saturday,23,7,1317,Lérida,Lérida,3118514,41.6175899,0.6200146,,
Sunday,24,7,1317,Lérida,Lérida,3118514,41.6175899,0.6200146,,
Monday,25,7,1317,Lérida,Lérida,3118514,41.6175899,0.6200146,,
Tuesday,26,7,1317,Lérida,Lérida,3118514,41.6175899,0.6200146,,
Wednesday,27,7,1317,Lérida,Lérida,3118514,41.6175899,0.6200146,,
Thursday,28,7,1317,Lérida,Lérida,3118514,41.6175899,0.6200146,,
Friday,29,7,1317,Lérida,Lérida,3118514,41.6175899,0.6200146,,
Saturday,30,7,1317,,,,,,,
Sunday,31,7,1317,Lérida,Lérida,3118514,41.6175899,0.6200146,,
Monday,1,8,1317,Lérida,Lérida,3118514,41.6175899,0.6200146,,
Tuesday,2,8,1317,Lérida,Lérida,3118514,41.6175899,0.6200146,,
Wednesday,3,8,1317,Lérida,Lérida,3118514,41.6175899,0.6200146,,
Thursday,4,8,1317,Lérida,Lérida,3118514,41.6175899,0.6200146,,
Friday,5,8,1317,Lérida,Lérida,3118514,41.6175899,0.6200146,,
Saturday,6,8,1317,Lérida,Lérida,3118514,41.6175899,0.6200146,,
Sunday,7,8,1317,Lérida,Lérida,3118514,41.6175899,0.6200146,,
Monday,8,8,1317,Lérida,Lérida,3118514,41.6175899,0.6200146,,
Tuesday,9,8,1317,Lérida,Lérida,3118514,41.6175899,0.6200146,,
Wednesday,10,8,1317,Lérida,Lérida,3118514,41.6175899,0.6200146,,
Thursday,11,8,1317,Lérida,Lérida,3118514,41.6175899,0.6200146,,
Friday,12,8,1317,Lérida,Lérida,3118514,41.6175899,0.6200146,,
Saturday,13,8,1317,Lérida,Lérida,3118514,41.6175899,0.6200146,,
Sunday,14,8,1317,Lérida,Lérida,3118514,41.6175899,0.6200146,,
Monday,15,8,1317,,,,,,,
Tuesday,16,8,1317,Lérida,Lérida,3118514,41.6175899,0.6200146,,
Wednesday,17,8,1317,Lérida,Lérida,3118514,41.6175899,0.6200146,,
Thursday,18,8,1317,Lérida,Lérida,3118514,41.6175899,0.6200146,,
Friday,19,8,1317,Lérida,Lérida,3118514,41.6175899,0.6200146,,
Saturday,20,8,1317,Lérida,Lérida,3118514,41.6175899,0.6200146,,
Saturday,20,8,1317,Monzón,Monzón,3116224,41.9157645,0.1928216,,
Sunday,21,8,1317,,,,,,,
Monday,22,8,1317,,,,,,,
Tuesday,23,8,1317,Sta. Linya,Sta. Linya,3109846,41.9284654,0.8007094,,
Wednesday,24,8,1317,,,,,,,
Thursday,25,8,1317,,,,,,,
Friday,26,8,1317,,,,,,,
Saturday,27,8,1317,,,,,,,
Sunday,28,8,1317,,,,,,,
Monday,29,8,1317,,,,,,,
Tuesday,30,8,1317,Huesca,Huesca,3120514,42.131845,-0.4078058,,
Wednesday,31,8,1317,Huesca,Huesca,3120514,42.131845,-0.4078058,,
Thursday,1,9,1317,Huesca,Huesca,3120514,42.131845,-0.4078058,,
Friday,2,9,1317,Huesca,Huesca,3120514,42.131845,-0.4078058,,
Saturday,3,9,1317,Huesca,Huesca,3120514,42.131845,-0.4078058,,
Sunday,4,9,1317,Huesca,Huesca,3120514,42.131845,-0.4078058,,
Monday,5,9,1317,Huesca,Huesca,3120514,42.131845,-0.4078058,,
Tuesday,6,9,1317,Huesca,Huesca,3120514,42.131845,-0.4078058,,
Wednesday,7,9,1317,Huesca,Huesca,3120514,42.131845,-0.4078058,,
Thursday,8,9,1317,Huesca,Huesca,3120514,42.131845,-0.4078058,,
Friday,9,9,1317,Huesca,Huesca,3120514,42.131845,-0.4078058,,
Saturday,10,9,1317,Huesca,Huesca,3120514,42.131845,-0.4078058,,
Sunday,11,9,1317,Huesca,Huesca,3120514,42.131845,-0.4078058,,
Monday,12,9,1317,Huesca,Huesca,3120514,42.131845,-0.4078058,,
Tuesday,13,9,1317,Huesca,Huesca,3120514,42.131845,-0.4078058,,
Wednesday,14,9,1317,Huesca,Huesca,3120514,42.131845,-0.4078058,,
Thursday,15,9,1317,,,,,,,
Friday,16,9,1317,,,,,,,
Saturday,17,9,1317,Ejea de los Caballeros,Ejea de los Caballeros,3123688,42.1257236,-1.1365014,,
Sunday,18,9,1317,Ejea de los Caballeros,Ejea de los Caballeros,3123688,42.1257236,-1.1365014,,
Monday,19,9,1317,Ejea de los Caballeros,Ejea de los Caballeros,3123688,42.1257236,-1.1365014,,
Tuesday,20,9,1317,Ejea de los Caballeros,Ejea de los Caballeros,3123688,42.1257236,-1.1365014,,
Wednesday,21,9,1317,Ejea de los Caballeros,Ejea de los Caballeros,3123688,42.1257236,-1.1365014,,
Thursday,22,9,1317,Ejea de los Caballeros,Ejea de los Caballeros,3123688,42.1257236,-1.1365014,,
Friday,23,9,1317,Ejea de los Caballeros,Ejea de los Caballeros,3123688,42.1257236,-1.1365014,,
Saturday,24,9,1317,Ejea de los Caballeros,Ejea de los Caballeros,3123688,42.1257236,-1.1365014,,
Sunday,25,9,1317,,,,,,,
Monday,26,9,1317,Zaragoza,Zaragoza,3104324,41.6488226,-0.8890853,,
Tuesday,27,9,1317,Zaragoza,Zaragoza,3104324,41.6488226,-0.8890853,,
Wednesday,28,9,1317,Zaragoza,Zaragoza,3104324,41.6488226,-0.8890853,,
Thursday,29,9,1317,Zaragoza,Zaragoza,3104324,41.6488226,-0.8890853,,
Friday,30,9,1317,Zaragoza,Zaragoza,3104324,41.6488226,-0.8890853,,
Saturday,1,10,1317,Zaragoza,Zaragoza,3104324,41.6488226,-0.8890853,,
Sunday,2,10,1317,Zaragoza,Zaragoza,3104324,41.6488226,-0.8890853,,
Monday,3,10,1317,Zaragoza,Zaragoza,3104324,41.6488226,-0.8890853,,
Tuesday,4,10,1317,Zaragoza,Zaragoza,3104324,41.6488226,-0.8890853,,
Wednesday,5,10,1317,Zaragoza,Zaragoza,3104324,41.6488226,-0.8890853,,
Thursday,6,10,1317,Zaragoza,Zaragoza,3104324,41.6488226,-0.8890853,,
Friday,7,10,1317,Zaragoza,Zaragoza,3104324,41.6488226,-0.8890853,,
Saturday,8,10,1317,,,,,,,
Sunday,9,10,1317,,,,,,,
Monday,10,10,1317,Daroca,Daroca,3123969,41.1144048,-1.4144344,,
Tuesday,11,10,1317,Daroca,Daroca,3123969,41.1144048,-1.4144344,,
Wednesday,12,10,1317,Daroca,Daroca,3123969,41.1144048,-1.4144344,,
Thursday,13,10,1317,Daroca,Daroca,3123969,41.1144048,-1.4144344,,
Friday,14,10,1317,,,,,,,
Saturday,15,10,1317,,,,,,,
Sunday,16,10,1317,Teruel,Teruel,3108126,40.3456879,-1.1064345,,
Monday,17,10,1317,Teruel,Teruel,3108126,40.3456879,-1.1064345,,
Tuesday,18,10,1317,Teruel,Teruel,3108126,40.3456879,-1.1064345,,
Wednesday,19,10,1317,Teruel,Teruel,3108126,40.3456879,-1.1064345,,
Thursday,20,10,1317,Teruel,Teruel,3108126,40.3456879,-1.1064345,,
Friday,21,10,1317,,,,,,,
Saturday,22,10,1317,,,,,,,
Sunday,23,10,1317,,,,,,,
Monday,24,10,1317,,,,,,,
Tuesday,25,10,1317,,,,,,,
Wednesday,26,10,1317,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Thursday,27,10,1317,,,,,,,
Friday,28,10,1317,,,,,,,
Saturday,29,10,1317,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Sunday,30,10,1317,,,,,,,
Monday,31,10,1317,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Tuesday,1,11,1317,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Wednesday,2,11,1317,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Thursday,3,11,1317,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Friday,4,11,1317,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Saturday,5,11,1317,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Sunday,6,11,1317,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Monday,7,11,1317,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Tuesday,8,11,1317,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Wednesday,9,11,1317,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Thursday,10,11,1317,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Friday,11,11,1317,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Saturday,12,11,1317,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Sunday,13,11,1317,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Monday,14,11,1317,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Tuesday,15,11,1317,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Wednesday,16,11,1317,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Thursday,17,11,1317,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Friday,18,11,1317,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Saturday,19,11,1317,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Sunday,20,11,1317,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Monday,21,11,1317,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Tuesday,22,11,1317,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Wednesday,23,11,1317,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Thursday,24,11,1317,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Friday,25,11,1317,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Saturday,26,11,1317,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Sunday,27,11,1317,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Monday,28,11,1317,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Tuesday,29,11,1317,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Wednesday,30,11,1317,,,,,,,
Thursday,1,12,1317,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Friday,2,12,1317,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Saturday,3,12,1317,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Sunday,4,12,1317,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Monday,5,12,1317,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Tuesday,6,12,1317,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Wednesday,7,12,1317,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Thursday,8,12,1317,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Friday,9,12,1317,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Saturday,10,12,1317,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Sunday,11,12,1317,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Monday,12,12,1317,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Tuesday,13,12,1317,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Wednesday,14,12,1317,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Thursday,15,12,1317,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Friday,16,12,1317,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Saturday,17,12,1317,Liria,Liria,2515036,39.6274082,-0.5968562,,
Sunday,18,12,1317,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Monday,19,12,1317,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Tuesday,20,12,1317,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Wednesday,21,12,1317,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Thursday,22,12,1317,,,,,,,
Friday,23,12,1317,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Saturday,24,12,1317,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Sunday,25,12,1317,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Monday,26,12,1317,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Tuesday,27,12,1317,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Wednesday,28,12,1317,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Thursday,29,12,1317,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Friday,30,12,1317,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Saturday,31,12,1317,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Sunday,1,1,1318,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Monday,2,1,1318,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Tuesday,3,1,1318,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Wednesday,4,1,1318,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Thursday,5,1,1318,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Friday,6,1,1318,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Saturday,7,1,1318,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Sunday,8,1,1318,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Monday,9,1,1318,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Tuesday,10,1,1318,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Wednesday,11,1,1318,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Thursday,12,1,1318,Alcira,Alzira,2522129,39.1511854,-0.4333643,,
Friday,13,1,1318,Alcira,Alzira,2522129,39.1511854,-0.4333643,,
Saturday,14,1,1318,Alcira,Alzira,2522129,39.1511854,-0.4333643,,
Sunday,15,1,1318,Alcira,Alzira,2522129,39.1511854,-0.4333643,,
Monday,16,1,1318,Alcira,Alzira,2522129,39.1511854,-0.4333643,,
Tuesday,17,1,1318,,,,,,,
Wednesday,18,1,1318,,,,,,,
Thursday,19,1,1318,,,,,,,
Friday,20,1,1318,,,,,,,
Saturday,21,1,1318,Játiva,Játiva,2516345,38.9899566,-0.5235474,,
Sunday,22,1,1318,Játiva,Játiva,2516345,38.9899566,-0.5235474,,
Monday,23,1,1318,Játiva,Játiva,2516345,38.9899566,-0.5235474,,
Tuesday,24,1,1318,Játiva,Játiva,2516345,38.9899566,-0.5235474,,
Wednesday,25,1,1318,Játiva,Játiva,2516345,38.9899566,-0.5235474,,
Thursday,26,1,1318,Játiva,Játiva,2516345,38.9899566,-0.5235474,,
Friday,27,1,1318,Játiva,Játiva,2516345,38.9899566,-0.5235474,,
Saturday,28,1,1318,Játiva,Játiva,2516345,38.9899566,-0.5235474,,
Sunday,29,1,1318,Játiva,Játiva,2516345,38.9899566,-0.5235474,,
Monday,30,1,1318,Játiva,Játiva,2516345,38.9899566,-0.5235474,,
Tuesday,31,1,1318,Játiva,Játiva,2516345,38.9899566,-0.5235474,,
Wednesday,1,2,1318,Játiva,Játiva,2516345,38.9899566,-0.5235474,,
Thursday,2,2,1318,Játiva,Játiva,2516345,38.9899566,-0.5235474,,
Friday,3,2,1318,,,,,,,
Saturday,4,2,1318,,,,,,,
Sunday,5,2,1318,Játiva,Játiva,2516345,38.9899566,-0.5235474,,
Monday,6,2,1318,Játiva,Játiva,2516345,38.9899566,-0.5235474,,
Tuesday,7,2,1318,Játiva,Játiva,2516345,38.9899566,-0.5235474,,
Wednesday,8,2,1318,Játiva,Játiva,2516345,38.9899566,-0.5235474,,
Thursday,9,2,1318,Játiva,Játiva,2516345,38.9899566,-0.5235474,,
Friday,10,2,1318,Játiva,Játiva,2516345,38.9899566,-0.5235474,,
Saturday,11,2,1318,Játiva,Játiva,2516345,38.9899566,-0.5235474,,
Saturday,11,2,1318,Rocatallada,Rocatallada,TL_0060,39.0759353,-0.4331288,,
Sunday,12,2,1318,Alcira,Alzira,2522129,39.1511854,-0.4333643,,
Monday,13,2,1318,Alcira,Alzira,2522129,39.1511854,-0.4333643,,
Tuesday,14,2,1318,Alcira,Alzira,2522129,39.1511854,-0.4333643,,
Wednesday,15,2,1318,,,,,,,
Thursday,16,2,1318,,,,,,,
Friday,17,2,1318,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Saturday,18,2,1318,Alcira,Alzira,2522129,39.1511854,-0.4333643,,
Sunday,19,2,1318,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Monday,20,2,1318,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Tuesday,21,2,1318,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Wednesday,22,2,1318,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Thursday,23,2,1318,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Friday,24,2,1318,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Saturday,25,2,1318,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Sunday,26,2,1318,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Monday,27,2,1318,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Tuesday,28,2,1318,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Wednesday,1,3,1318,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Thursday,2,3,1318,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Friday,3,3,1318,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Saturday,4,3,1318,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Sunday,5,3,1318,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Monday,6,3,1318,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Tuesday,7,3,1318,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Wednesday,8,3,1318,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Thursday,9,3,1318,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Friday,10,3,1318,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Saturday,11,3,1318,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Sunday,12,3,1318,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Monday,13,3,1318,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Tuesday,14,3,1318,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Wednesday,15,3,1318,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Thursday,16,3,1318,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Friday,17,3,1318,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Saturday,18,3,1318,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Saturday,18,3,1318,Chilches,Xilses,2519503,39.780565,-0.1822792,,
Sunday,19,3,1318,,,,,,,
Monday,20,3,1318,Villarreal,Villarreal,2509509,39.9397706,-0.1005932,,
Tuesday,21,3,1318,Villarreal,Villarreal,2509509,39.9397706,-0.1005932,,
Wednesday,22,3,1318,,,,,,,
Thursday,23,3,1318,Burriana,Burriana,2520709,39.8895925,-0.0848302,,
Friday,24,3,1318,Burriana,Burriana,2520709,39.8895925,-0.0848302,,
Saturday,25,3,1318,Burriana,Burriana,2520709,39.8895925,-0.0848302,,
Sunday,26,3,1318,Castellón,Castellón de la Plana,2519752,39.9847123,-0.0403399,,
Monday,27,3,1318,San Mateo,San Mateo,3110310,40.4654987,0.1787657,,
Tuesday,28,3,1318,Tortosa,Tortosa,3107677,40.8125777,0.5214423,,
Wednesday,29,3,1318,,,,,,,
Thursday,30,3,1318,,,,,,,
Friday,31,3,1318,Ulldecona,Ulldecona,3107305,40.5970153,0.4443409,,
Saturday,1,4,1318,Ulldecona,Ulldecona,3107305,40.5970153,0.4443409,,
Saturday,1,4,1318,Tortosa,Tortosa,3107677,40.8125777,0.5214423,,
Sunday,2,4,1318,Ulldecona,Ulldecona,3107305,40.5970153,0.4443409,,
Monday,3,4,1318,,,,,,,
Tuesday,4,4,1318,Tortosa,Tortosa,3107677,40.8125777,0.5214423,,
Wednesday,5,4,1318,Tortosa,Tortosa,3107677,40.8125777,0.5214423,,
Thursday,6,4,1318,Tortosa,Tortosa,3107677,40.8125777,0.5214423,,
Friday,7,4,1318,Tortosa,Tortosa,3107677,40.8125777,0.5214423,,
Saturday,8,4,1318,Tortosa,Tortosa,3107677,40.8125777,0.5214423,,
Sunday,9,4,1318,Tortosa,Tortosa,3107677,40.8125777,0.5214423,,
Monday,10,4,1318,Tortosa,Tortosa,3107677,40.8125777,0.5214423,,
Tuesday,11,4,1318,Tortosa,Tortosa,3107677,40.8125777,0.5214423,,
Wednesday,12,4,1318,Tortosa,Tortosa,3107677,40.8125777,0.5214423,,
Thursday,13,4,1318,Tortosa,Tortosa,3107677,40.8125777,0.5214423,,
Friday,14,4,1318,Tortosa,Tortosa,3107677,40.8125777,0.5214423,,
Saturday,15,4,1318,Tortosa,Tortosa,3107677,40.8125777,0.5214423,,
Sunday,16,4,1318,Tortosa,Tortosa,3107677,40.8125777,0.5214423,,
Monday,17,4,1318,Tortosa,Tortosa,3107677,40.8125777,0.5214423,,
Tuesday,18,4,1318,Tortosa,Tortosa,3107677,40.8125777,0.5214423,,
Wednesday,19,4,1318,Tortosa,Tortosa,3107677,40.8125777,0.5214423,,
Thursday,20,4,1318,Tortosa,Tortosa,3107677,40.8125777,0.5214423,,
Friday,21,4,1318,Tortosa,Tortosa,3107677,40.8125777,0.5214423,,
Saturday,22,4,1318,Tortosa,Tortosa,3107677,40.8125777,0.5214423,,
Sunday,23,4,1318,Tortosa,Tortosa,3107677,40.8125777,0.5214423,,
Monday,24,4,1318,Tortosa,Tortosa,3107677,40.8125777,0.5214423,,
Tuesday,25,4,1318,Tortosa,Tortosa,3107677,40.8125777,0.5214423,,
Wednesday,26,4,1318,Tortosa,Tortosa,3107677,40.8125777,0.5214423,,
Thursday,27,4,1318,Tortosa,Tortosa,3107677,40.8125777,0.5214423,,
Friday,28,4,1318,Tortosa,Tortosa,3107677,40.8125777,0.5214423,,
Saturday,29,4,1318,Tortosa,Tortosa,3107677,40.8125777,0.5214423,,
Sunday,30,4,1318,Tortosa,Tortosa,3107677,40.8125777,0.5214423,,
Monday,1,5,1318,Tortosa,Tortosa,3107677,40.8125777,0.5214423,,
Tuesday,2,5,1318,Tortosa,Tortosa,3107677,40.8125777,0.5214423,,
Wednesday,3,5,1318,Tortosa,Tortosa,3107677,40.8125777,0.5214423,,
Thursday,4,5,1318,Tortosa,Tortosa,3107677,40.8125777,0.5214423,,
Friday,5,5,1318,Tortosa,Tortosa,3107677,40.8125777,0.5214423,,
Saturday,6,5,1318,Tortosa,Tortosa,3107677,40.8125777,0.5214423,,
Sunday,7,5,1318,Tortosa,Tortosa,3107677,40.8125777,0.5214423,,
Monday,8,5,1318,Tortosa,Tortosa,3107677,40.8125777,0.5214423,,
Tuesday,9,5,1318,Tortosa,Tortosa,3107677,40.8125777,0.5214423,,
Wednesday,10,5,1318,Tortosa,Tortosa,3107677,40.8125777,0.5214423,,
Thursday,11,5,1318,Tortosa,Tortosa,3107677,40.8125777,0.5214423,,
Friday,12,5,1318,Tortosa,Tortosa,3107677,40.8125777,0.5214423,,
Saturday,13,5,1318,Tortosa,Tortosa,3107677,40.8125777,0.5214423,,
Sunday,14,5,1318,Tortosa,Tortosa,3107677,40.8125777,0.5214423,,
Monday,15,5,1318,Tortosa,Tortosa,3107677,40.8125777,0.5214423,,
Tuesday,16,5,1318,Tortosa,Tortosa,3107677,40.8125777,0.5214423,,
Wednesday,17,5,1318,Tortosa,Tortosa,3107677,40.8125777,0.5214423,,
Thursday,18,5,1318,Tortosa,Tortosa,3107677,40.8125777,0.5214423,,
Friday,19,5,1318,Tortosa,Tortosa,3107677,40.8125777,0.5214423,,
Saturday,20,5,1318,Tortosa,Tortosa,3107677,40.8125777,0.5214423,,
Sunday,21,5,1318,Tortosa,Tortosa,3107677,40.8125777,0.5214423,,
Monday,22,5,1318,Tortosa,Tortosa,3107677,40.8125777,0.5214423,,
Tuesday,23,5,1318,Tortosa,Tortosa,3107677,40.8125777,0.5214423,,
Wednesday,24,5,1318,Tortosa,Tortosa,3107677,40.8125777,0.5214423,,
Thursday,25,5,1318,Tortosa,Tortosa,3107677,40.8125777,0.5214423,,
Friday,26,5,1318,Tortosa,Tortosa,3107677,40.8125777,0.5214423,,
Saturday,27,5,1318,Tortosa,Tortosa,3107677,40.8125777,0.5214423,,
Sunday,28,5,1318,Tortosa,Tortosa,3107677,40.8125777,0.5214423,,
Monday,29,5,1318,Tortosa,Tortosa,3107677,40.8125777,0.5214423,,
Tuesday,30,5,1318,Tortosa,Tortosa,3107677,40.8125777,0.5214423,,
Wednesday,31,5,1318,Tortosa,Tortosa,3107677,40.8125777,0.5214423,,
Thursday,1,6,1318,Tortosa,Tortosa,3107677,40.8125777,0.5214423,,
Friday,2,6,1318,Tortosa,Tortosa,3107677,40.8125777,0.5214423,,
Saturday,3,6,1318,Tortosa,Tortosa,3107677,40.8125777,0.5214423,,
Sunday,4,6,1318,,,,,,,
Monday,5,6,1318,Tortosa,Tortosa,3107677,40.8125777,0.5214423,,
Tuesday,6,6,1318,,,,,,,
Wednesday,7,6,1318,,,,,,,
Thursday,8,6,1318,Valls,Valls,3106492,41.2839776,1.2494589,,
Friday,9,6,1318,Valls,Valls,3106492,41.2839776,1.2494589,,
Saturday,10,6,1318,Valls,Valls,3106492,41.2839776,1.2494589,,
