Weekday,day,month,year,Location_Book,modern_name,geo_id,latitude,longitude,Loc_Prob_Code,Notes
Sunday,17,6,1291,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Monday,18,6,1291,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,Death of Alfonso III and announcement of Jaime II becoming king.
Tuesday,19,6,1291,,,,,,,
Wednesday,20,6,1291,,,,,,,
Thursday,21,6,1291,,,,,,,
Friday,22,6,1291,,,,,,,
Saturday,23,6,1291,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,"Sets sail this day for Mesina on a ship with Ramon de Manresa, one of his captains."
Sunday,24,6,1291,,,,,,,
Monday,25,6,1291,,,,,,,
Tuesday,26,6,1291,,,,,,,
Wednesday,27,6,1291,,,,,,,
Thursday,28,6,1291,,,,,,,
Friday,29,6,1291,,,,,,,
Saturday,30,6,1291,,,,,,,
Sunday,1,7,1291,,,,,,,
Monday,2,7,1291,,,,,,,
Tuesday,3,7,1291,,,,,,,
Wednesday,4,7,1291,,,,,,,
Thursday,5,7,1291,Messina,Messina,2524170,38.1938137,15.5540152,,In between these two is travel time on ship!
Friday,6,7,1291,Messina,Messina,2524170,38.1938137,15.5540152,,
Saturday,7,7,1291,,,,,,,
Sunday,8,7,1291,Messina,Messina,2524170,38.1938137,15.5540152,,
Monday,9,7,1291,,,,,,,
Tuesday,10,7,1291,,,,,,,
Wednesday,11,7,1291,,,,,,,
Thursday,12,7,1291,,,,,,,
Friday,13,7,1291,,,,,,,
Saturday,14,7,1291,Messina,Messina,2524170,38.1938137,15.5540152,,
Sunday,15,7,1291,,,,,,,
Monday,16,7,1291,,,,,,,
Tuesday,17,7,1291,,,,,,,
Wednesday,18,7,1291,Messina,Messina,2524170,38.1938137,15.5540152,,
Thursday,19,7,1291,,,,,,,
Friday,20,7,1291,Messina,Messina,2524170,38.1938137,15.5540152,,The Regesta states that the king ate the main meal of the day at San Pedro de la Piedra.
Saturday,21,7,1291,Palermo,Palermo,2523920,38.1156879,13.3612671,,
Sunday,22,7,1291,,,,,,,
Monday,23,7,1291,,,,,,,
Tuesday,24,7,1291,Palermo,Palermo,2523920,38.1156879,13.3612671,,
Wednesday,25,7,1291,Trapani,Trapani,2522876,38.0176177,12.537202,,Leaves from Trapani with Poncio Hugo on a ship for the Balearics
Thursday,26,7,1291,,,,,,,At sea
Friday,27,7,1291,,,,,,,
Saturday,28,7,1291,,,,,,,
Sunday,29,7,1291,,,,,,,
Monday,30,7,1291,,,,,,,
Tuesday,31,7,1291,,,,,,,
Wednesday,1,8,1291,,,,,,,
Thursday,2,8,1291,,,,,,,
Friday,3,8,1291,,,,,,,
Saturday,4,8,1291,,,,,,,
Sunday,5,8,1291,,,,,,,
Monday,6,8,1291,Palma de Mallorca,Palma de Mallorca,2512989,39.5696005,2.6501603,,
Tuesday,7,8,1291,,,,,,,
Wednesday,8,8,1291,Palma de Mallorca,Palma de Mallorca,2512989,39.5696005,2.6501603,,
Thursday,9,8,1291,,,,,,,
Friday,10,8,1291,Palma de Mallorca,Palma de Mallorca,2512989,39.5696005,2.6501603,,Leaves for Barcelona on ship.
Saturday,11,8,1291,,,,,,,
Sunday,12,8,1291,,,,,,,
Monday,13,8,1291,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Tuesday,14,8,1291,,,,,,,
Wednesday,15,8,1291,,,,,,,
Thursday,16,8,1291,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Friday,17,8,1291,,,,,,,
Saturday,18,8,1291,,,,,,,
Sunday,19,8,1291,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Monday,20,8,1291,,,,,,,
Tuesday,21,8,1291,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Wednesday,22,8,1291,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Thursday,23,8,1291,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Friday,24,8,1291,,,,,,,
Saturday,25,8,1291,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Sunday,26,8,1291,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Monday,27,8,1291,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Tuesday,28,8,1291,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Wednesday,29,8,1291,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Thursday,30,8,1291,,,,,,,
Friday,31,8,1291,Monasterio de Santes Creus,Monasterio de Santes Creus,6544523,41.3460635,1.3637702,,
Saturday,1,9,1291,Tarragona,Tarragona,3108288,41.1188827,1.2572797,,
Sunday,2,9,1291,Tarragona,Tarragona,3108288,41.1188827,1.2572797,,
Monday,3,9,1291,Mora de Ebro,Móra d'Ebre,3116216,41.0867715,0.6381854,,
Tuesday,4,9,1291,Mora de Ebro,Móra d'Ebre,3116216,41.0867715,0.6381854,,
Wednesday,5,9,1291,Mora de Ebro,Móra d'Ebre,3116216,41.0867715,0.6381854,,
Thursday,6,9,1291,,,,,,,
Friday,7,9,1291,Mora de Ebro,Móra d'Ebre,3116216,41.0867715,0.6381854,,
Saturday,8,9,1291,Mora de Ebro,Móra d'Ebre,3116216,41.0867715,0.6381854,,
Sunday,9,9,1291,Lérida,Lérida,3118514,41.6175899,0.6200146,,
Monday,10,9,1291,Lérida,Lérida,3118514,41.6175899,0.6200146,,
Tuesday,11,9,1291,Lérida,Lérida,3118514,41.6175899,0.6200146,,
Tuesday,11,9,1291,Pertusa,Pertusa,3113698,42.0023077,-0.1269785,,
Wednesday,12,9,1291,Pertusa,Pertusa,3113698,42.0023077,-0.1269785,,
Thursday,13,9,1291,Huesca,Huesca,3120514,42.131845,-0.4078058,,
Friday,14,9,1291,Zuera,Zuera,3104226,41.8685433,-0.7901334,,
Saturday,15,9,1291,Zaragoza,Zaragoza,3104324,41.6488226,-0.8890853,,
Sunday,16,9,1291,Zaragoza,Zaragoza,3104324,41.6488226,-0.8890853,,
Monday,17,9,1291,Zaragoza,Zaragoza,3104324,41.6488226,-0.8890853,,
Monday,17,9,1291,Calatayud,Calatayud,3127047,41.3531678,-1.6468455,,
Tuesday,18,9,1291,Zaragoza,Zaragoza,3104324,41.6488226,-0.8890853,,
Wednesday,19,9,1291,Zaragoza,Zaragoza,3104324,41.6488226,-0.8890853,,
Thursday,20,9,1291,Zaragoza,Zaragoza,3104324,41.6488226,-0.8890853,,
Friday,21,9,1291,Zaragoza,Zaragoza,3104324,41.6488226,-0.8890853,,
Saturday,22,9,1291,Zaragoza,Zaragoza,3104324,41.6488226,-0.8890853,,
Sunday,23,9,1291,Zaragoza,Zaragoza,3104324,41.6488226,-0.8890853,,
Monday,24,9,1291,Zaragoza,Zaragoza,3104324,41.6488226,-0.8890853,,
Tuesday,25,9,1291,Zaragoza,Zaragoza,3104324,41.6488226,-0.8890853,,
Wednesday,26,9,1291,Zaragoza,Zaragoza,3104324,41.6488226,-0.8890853,,
Thursday,27,9,1291,Zaragoza,Zaragoza,3104324,41.6488226,-0.8890853,,
Friday,28,9,1291,Zaragoza,Zaragoza,3104324,41.6488226,-0.8890853,,
Saturday,29,9,1291,Zaragoza,Zaragoza,3104324,41.6488226,-0.8890853,,
Sunday,30,9,1291,Zaragoza,Zaragoza,3104324,41.6488226,-0.8890853,,
Monday,1,10,1291,Zaragoza,Zaragoza,3104324,41.6488226,-0.8890853,,
Tuesday,2,10,1291,Zaragoza,Zaragoza,3104324,41.6488226,-0.8890853,,
Wednesday,3,10,1291,Zaragoza,Zaragoza,3104324,41.6488226,-0.8890853,,
Thursday,4,10,1291,Zaragoza,Zaragoza,3104324,41.6488226,-0.8890853,,
Friday,5,10,1291,Zaragoza,Zaragoza,3104324,41.6488226,-0.8890853,,
Saturday,6,10,1291,Zaragoza,Zaragoza,3104324,41.6488226,-0.8890853,,
Sunday,7,10,1291,Zaragoza,Zaragoza,3104324,41.6488226,-0.8890853,,
Monday,8,10,1291,Ricla,Ricla,3111769,41.506493,-1.4036179,,
Tuesday,9,10,1291,Calatayud,Calatayud,3127047,41.3531678,-1.6468455,,
Wednesday,10,10,1291,Calatayud,Calatayud,3127047,41.3531678,-1.6468455,,
Thursday,11,10,1291,Calatayud,Calatayud,3127047,41.3531678,-1.6468455,,
Friday,12,10,1291,Calatayud,Calatayud,3127047,41.3531678,-1.6468455,,
Saturday,13,10,1291,Calatayud,Calatayud,3127047,41.3531678,-1.6468455,,
Sunday,14,10,1291,Calatayud,Calatayud,3127047,41.3531678,-1.6468455,,
Monday,15,10,1291,Calatayud,Calatayud,3127047,41.3531678,-1.6468455,,
Tuesday,16,10,1291,,,,,,,
Wednesday,17,10,1291,Calatayud,Calatayud,3127047,41.3531678,-1.6468455,,
Thursday,18,10,1291,Calatayud,Calatayud,3127047,41.3531678,-1.6468455,,
Friday,19,10,1291,Calatayud,Calatayud,3127047,41.3531678,-1.6468455,,
Saturday,20,10,1291,Calatayud,Calatayud,3127047,41.3531678,-1.6468455,,
Sunday,21,10,1291,Calatayud,Calatayud,3127047,41.3531678,-1.6468455,,
Monday,22,10,1291,Calatayud,Calatayud,3127047,41.3531678,-1.6468455,,
Tuesday,23,10,1291,Calatayud,Calatayud,3127047,41.3531678,-1.6468455,,
Wednesday,24,10,1291,Calatayud,Calatayud,3127047,41.3531678,-1.6468455,,
Thursday,25,10,1291,Calatayud,Calatayud,3127047,41.3531678,-1.6468455,,
Friday,26,10,1291,Calatayud,Calatayud,3127047,41.3531678,-1.6468455,,
Saturday,27,10,1291,Calatayud,Calatayud,3127047,41.3531678,-1.6468455,,
Sunday,28,10,1291,Calatayud,Calatayud,3127047,41.3531678,-1.6468455,,
Monday,29,10,1291,Calatayud,Calatayud,3127047,41.3531678,-1.6468455,,
Tuesday,30,10,1291,Calatayud,Calatayud,3127047,41.3531678,-1.6468455,,
Wednesday,31,10,1291,Calatayud,Calatayud,3127047,41.3531678,-1.6468455,,
Thursday,1,11,1291,Calatayud,Calatayud,3127047,41.3531678,-1.6468455,,
Friday,2,11,1291,Calatayud,Calatayud,3127047,41.3531678,-1.6468455,,
Saturday,3,11,1291,Calatayud,Calatayud,3127047,41.3531678,-1.6468455,,
Sunday,4,11,1291,Calatayud,Calatayud,3127047,41.3531678,-1.6468455,,
Monday,5,11,1291,Calatayud,Calatayud,3127047,41.3531678,-1.6468455,,
Tuesday,6,11,1291,Calatayud,Calatayud,3127047,41.3531678,-1.6468455,,
Wednesday,7,11,1291,Calatayud,Calatayud,3127047,41.3531678,-1.6468455,,
Thursday,8,11,1291,Calatayud,Calatayud,3127047,41.3531678,-1.6468455,,
Friday,9,11,1291,Langa del Castillo,Langa del Castillo,3119338,41.2108711,-1.39879,,
Saturday,10,11,1291,Villadoz,Villadoz,3105657,41.1625242,-1.287298,,or perhaps Villadulce - unknown town...Villadoz is the most likely
Sunday,11,11,1291,Daroca,Daroca,3123969,41.1144048,-1.4144344,,
Monday,12,11,1291,Daroca,Daroca,3123969,41.1144048,-1.4144344,,
Tuesday,13,11,1291,Daroca,Daroca,3123969,41.1144048,-1.4144344,,
Wednesday,14,11,1291,Daroca,Daroca,3123969,41.1144048,-1.4144344,,
Thursday,15,11,1291,Daroca,Daroca,3123969,41.1144048,-1.4144344,,
Friday,16,11,1291,Burbáguena,Burbáguena,3127487,41.0184328,-1.3378849,,TE in notes
Saturday,17,11,1291,Calamocha,Calamocha,3127059,40.9193782,-1.299939,,TE in notes
Sunday,18,11,1291,Calamocha,Calamocha,3127059,40.9193782,-1.299939,,
Monday,19,11,1291,Calamocha,Calamocha,3127059,40.9193782,-1.299939,,
Tuesday,20,11,1291,Torrijo del Campo,Torrijo del Campo,3107702,40.8264154,-1.3375183,,
Tuesday,20,11,1291,Segura de los Baños,Segura de los Baños,3109240,40.9402704,-0.9504133,,
Wednesday,21,11,1291,Montalbán,Montalbán,3116441,40.8327391,-0.8002439,,
Thursday,22,11,1291,Montalbán,Montalbán,3116441,40.8327391,-0.8002439,,
Friday,23,11,1291,La Foz y Alapos,La Hoz de la Vieja,3119593,40.9239056,-0.8432206,1,"In the original, this appears to be a double named town: ""la Foz y Alapos.""  The location in the original map does not make sense in terms of the locations around and la Hoz de la Vieja is entirely more plausible, even though this cuts out Alapos."
Saturday,24,11,1291,Fuenferrada,Fuenferrada,3121963,40.8686942,-1.0122499,,
Saturday,24,11,1291,Daroca,Daroca,3123969,41.1144048,-1.4144344,,
Sunday,25,11,1291,Daroca,Daroca,3123969,41.1144048,-1.4144344,,
Monday,26,11,1291,Calatayud,Calatayud,3127047,41.3531678,-1.6468455,,
Tuesday,27,11,1291,,,,,,,
Wednesday,28,11,1291,Ariza-Monteagudo,Monteagudo de las Vicarías,3116378,41.3645131,-2.1708139,1,"This always appears in conjunction with other castles and defenses in Ariza, so this seems the most likely candidate."
Thursday,29,11,1291,Ariza-Monteagudo,Monteagudo de las Vicarías,3116378,41.3645131,-2.1708139,1,"This always appears in conjunction with other castles and defenses in Ariza, so this seems the most likely candidate."
Friday,30,11,1291,Soria,Soria,3108681,41.7665972,-2.4677868,,
Saturday,1,12,1291,Soria,Soria,3108681,41.7665972,-2.4677868,,
Sunday,2,12,1291,Soria,Soria,3108681,41.7665972,-2.4677868,,
Monday,3,12,1291,Soria,Soria,3108681,41.7665972,-2.4677868,,
Tuesday,4,12,1291,Soria,Soria,3108681,41.7665972,-2.4677868,,
Wednesday,5,12,1291,Soria,Soria,3108681,41.7665972,-2.4677868,,
Thursday,6,12,1291,Soria,Soria,3108681,41.7665972,-2.4677868,,
Friday,7,12,1291,Soria,Soria,3108681,41.7665972,-2.4677868,,
Saturday,8,12,1291,Soria,Soria,3108681,41.7665972,-2.4677868,,
Sunday,9,12,1291,,,,,,,
Monday,10,12,1291,,,,,,,
Tuesday,11,12,1291,,,,,,,
Wednesday,12,12,1291,,,,,,,
Thursday,13,12,1291,Calatayud,Calatayud,3127047,41.3531678,-1.6468455,,
Friday,14,12,1291,,,,,,,
Saturday,15,12,1291,Calatayud,Calatayud,3127047,41.3531678,-1.6468455,,
Sunday,16,12,1291,Calatayud,Calatayud,3127047,41.3531678,-1.6468455,,
Monday,17,12,1291,Calatayud,Calatayud,3127047,41.3531678,-1.6468455,,
Tuesday,18,12,1291,Calatayud,Calatayud,3127047,41.3531678,-1.6468455,,
Wednesday,19,12,1291,Calatayud,Calatayud,3127047,41.3531678,-1.6468455,,
Thursday,20,12,1291,Calatayud,Calatayud,3127047,41.3531678,-1.6468455,,
Friday,21,12,1291,Calatayud,Calatayud,3127047,41.3531678,-1.6468455,,
Saturday,22,12,1291,Burbáguena,Burbáguena,3127487,41.0184328,-1.3378849,,
Sunday,23,12,1291,Visiedo,Visiedo,3104520,40.6840325,-1.0981383,,
Monday,24,12,1291,Teruel,Teruel,3108126,40.3456879,-1.1064345,,
Tuesday,25,12,1291,Teruel,Teruel,3108126,40.3456879,-1.1064345,,
Wednesday,26,12,1291,Sarrión,Sarrión,3109360,40.14175,-0.81533,,
Thursday,27,12,1291,Sarrión,Sarrión,3109360,40.14175,-0.81533,,
Friday,28,12,1291,Sarrión,Sarrión,3109360,40.14175,-0.81533,,
Saturday,29,12,1291,Segorbe,Segorbe,2510972,39.852118,-0.48333,,
Sunday,30,12,1291,Segorbe,Segorbe,2510972,39.852118,-0.48333,,
Sunday,30,12,1291,Murviedro,Sagunto,2511619,39.6798633,-0.2784385,,"Today called Sagunt - check if Murviedro even appears on a map.  Also states: ""In loco muris veteris"" - so probably just in transit.  (Near or inside the old walls)"
Monday,31,12,1291,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Tuesday,1,1,1292,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Wednesday,2,1,1292,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Thursday,3,1,1292,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Friday,4,1,1292,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Saturday,5,1,1292,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Sunday,6,1,1292,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Monday,7,1,1292,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Tuesday,8,1,1292,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Wednesday,9,1,1292,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Thursday,10,1,1292,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Friday,11,1,1292,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Saturday,12,1,1292,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Sunday,13,1,1292,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Monday,14,1,1292,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Tuesday,15,1,1292,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Wednesday,16,1,1292,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Thursday,17,1,1292,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Friday,18,1,1292,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Saturday,19,1,1292,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Sunday,20,1,1292,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Monday,21,1,1292,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Tuesday,22,1,1292,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Wednesday,23,1,1292,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Thursday,24,1,1292,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Friday,25,1,1292,,,,,,,
Saturday,26,1,1292,,,,,,,
Sunday,27,1,1292,,,,,,,
Monday,28,1,1292,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Tuesday,29,1,1292,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Wednesday,30,1,1292,Tarragona,Tarragona,3108288,41.1188827,1.2572797,,
Thursday,31,1,1292,Tarragona,Tarragona,3108288,41.1188827,1.2572797,,
Friday,1,2,1292,Tarragona,Tarragona,3108288,41.1188827,1.2572797,,
Saturday,2,2,1292,Villafranca del Penedés,Vilafranca del Penedès,3105600,41.3461265,1.6979398,,
Sunday,3,2,1292,Villafranca del Penedés,Vilafranca del Penedès,3105600,41.3461265,1.6979398,,
Monday,4,2,1292,Villafranca del Penedés,Vilafranca del Penedès,3105600,41.3461265,1.6979398,,
Tuesday,5,2,1292,Villafranca del Penedés,Vilafranca del Penedès,3105600,41.3461265,1.6979398,,
Wednesday,6,2,1292,,,,,,,
Thursday,7,2,1292,,,,,,,
Friday,8,2,1292,,,,,,,
Saturday,9,2,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Sunday,10,2,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Monday,11,2,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Tuesday,12,2,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Wednesday,13,2,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Thursday,14,2,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Friday,15,2,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Saturday,16,2,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Sunday,17,2,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Monday,18,2,1292,,,,,,,
Tuesday,19,2,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Wednesday,20,2,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Thursday,21,2,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Friday,22,2,1292,,,,,,,
Saturday,23,2,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Sunday,24,2,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Monday,25,2,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Tuesday,26,2,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Wednesday,27,2,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Thursday,28,2,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Friday,29,2,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Saturday,1,3,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Sunday,2,3,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Monday,3,3,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Tuesday,4,3,1292,,,,,,,
Wednesday,5,3,1292,,,,,,,
Thursday,6,3,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Friday,7,3,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Saturday,8,3,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Sunday,9,3,1292,,,,,,,
Monday,10,3,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Tuesday,11,3,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Wednesday,12,3,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Thursday,13,3,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Friday,14,3,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Saturday,15,3,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Sunday,16,3,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Monday,17,3,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Tuesday,18,3,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Wednesday,19,3,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Thursday,20,3,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Friday,21,3,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Saturday,22,3,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Sunday,23,3,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Monday,24,3,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Tuesday,25,3,1292,,,,,,,
Wednesday,26,3,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Thursday,27,3,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Friday,28,3,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Saturday,29,3,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Sunday,30,3,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Monday,31,3,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Tuesday,1,4,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Wednesday,2,4,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Thursday,3,4,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Friday,4,4,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Saturday,5,4,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Sunday,6,4,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Monday,7,4,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Tuesday,8,4,1292,,,,,,,
Wednesday,9,4,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Thursday,10,4,1292,,,,,,,
Friday,11,4,1292,,,,,,,
Saturday,12,4,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Sunday,13,4,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Monday,14,4,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Tuesday,15,4,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Wednesday,16,4,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Thursday,17,4,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Friday,18,4,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Saturday,19,4,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Sunday,20,4,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Monday,21,4,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Tuesday,22,4,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Wednesday,23,4,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Thursday,24,4,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Friday,25,4,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Saturday,26,4,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Sunday,27,4,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Monday,28,4,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Tuesday,29,4,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Wednesday,30,4,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Thursday,1,5,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Friday,2,5,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Saturday,3,5,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Sunday,4,5,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Monday,5,5,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Tuesday,6,5,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Wednesday,7,5,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Thursday,8,5,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Friday,9,5,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Saturday,10,5,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Sunday,11,5,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Monday,12,5,1292,,,,,,,
Tuesday,13,5,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Wednesday,14,5,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Thursday,15,5,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Friday,16,5,1292,,,,,,,
Saturday,17,5,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Sunday,18,5,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Monday,19,5,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Tuesday,20,5,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Wednesday,21,5,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Thursday,22,5,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Friday,23,5,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Saturday,24,5,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Sunday,25,5,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Monday,26,5,1292,,,,,,,
Tuesday,27,5,1292,,,,,,,
Wednesday,28,5,1292,Lérida,Lérida,3118514,41.6175899,0.6200146,,
Thursday,29,5,1292,,,,,,,
Friday,30,5,1292,,,,,,,
Saturday,31,5,1292,Lérida,Lérida,3118514,41.6175899,0.6200146,,
Sunday,1,6,1292,Lérida,Lérida,3118514,41.6175899,0.6200146,,
Monday,2,6,1292,Castillo de La Cuba,Almonacid de La Cuba,3130287,41.2809656,-0.7922148,,"Sitio del Castillo - located near Huesca for a judicial proceeding.  Author believes this is in Huesca province, but this is probably the Cuba located near Teruel."
Tuesday,3,6,1292,Lérida,Lérida,3118514,41.6175899,0.6200146,,
Wednesday,4,6,1292,Lérida,Lérida,3118514,41.6175899,0.6200146,,
