day,month,year,Location_Book,modern_name,loc_codes,geo_id,latitude,longitude,Notes
28,1,1384,In loco de la Almunia de Sant Johan,Almunia de San Juan,,3120010,41.9348915,0.2438172,
29,1,1384,In loco de la Almunia de Sant Johan,Almunia de San Juan,,3120010,41.9348915,0.2438172,
29,1,1384,In Montessono,Monzón,,3116224,41.9157645,0.1928216,
30,1,1384,Almunie Sancti Johannis,Almunia de San Juan,,3120010,41.9348915,0.2438172,
31,1,1384,Almunie Sancti Johannis,Almunia de San Juan,,3120010,41.9348915,0.2438172,
1,2,1384,In loco de la Almunia Sancti Johannis,Almunia de San Juan,,3120010,41.9348915,0.2438172,
2,2,1384,In loco de la Almunia Sancti Johannis,Almunia de San Juan,,3120010,41.9348915,0.2438172,
2,2,1384,En Montesion,Monzón,,3116224,41.9157645,0.1928216,
3,2,1384,Almunie,Almunia de San Juan,,3120010,41.9348915,0.2438172,
4,2,1384,Almunie,Almunia de San Juan,,3120010,41.9348915,0.2438172,
5,2,1384,Almunie,Almunia de San Juan,,3120010,41.9348915,0.2438172,
6,2,1384,Almunie,Almunia de San Juan,,3120010,41.9348915,0.2438172,
7,2,1384,Montçò,Monzón,,3116224,41.9157645,0.1928216,
8,2,1384,Almunie,Almunia de San Juan,,3120010,41.9348915,0.2438172,
9,2,1384,Montçò,Monzón,,3116224,41.9157645,0.1928216,
10,2,1384,Almunie,Almunia de San Juan,,3120010,41.9348915,0.2438172,
11,2,1384,Almunie,Almunia de San Juan,,3120010,41.9348915,0.2438172,
12,2,1384,Almunie,Almunia de San Juan,,3120010,41.9348915,0.2438172,
13,2,1384,Almunie,Almunia de San Juan,,3120010,41.9348915,0.2438172,
14,2,1384,Almunie,Almunia de San Juan,,3120010,41.9348915,0.2438172,
15,2,1384,Almunie,Almunia de San Juan,,3120010,41.9348915,0.2438172,
16,2,1384,Almunie,Almunia de San Juan,,3120010,41.9348915,0.2438172,
17,2,1384,Almunie,Almunia de San Juan,,3120010,41.9348915,0.2438172,
18,2,1384,Almunie,Almunia de San Juan,,3120010,41.9348915,0.2438172,
19,2,1384,Almunie,Almunia de San Juan,,3120010,41.9348915,0.2438172,
19,2,1384,Montçò,Monzón,,3116224,41.9157645,0.1928216,
19,2,1384,Tamarit,Tamarite de Litera,,3108360,41.8673774,0.4213552,
19,2,1384,Loch d'Abelda,Albelda,,3130673,41.8650547,0.4605568,
19,2,1384,In Loco de Castello Roig,Castillonroy,,3125792,41.8856242,0.5133783,
20,2,1384,Abelda,Albelda,,3130673,41.8650547,0.4605568,
20,2,1384,Tamarit de Litera,Tamarite de Litera,,3108360,41.8673774,0.4213552,
21,2,1384,In villa Tamariti,Tamarite de Litera,,3108360,41.8673774,0.4213552,
21,2,1384,Abelda,Albelda,,3130673,41.8650547,0.4605568,
22,2,1384,Abelda,Albelda,,3130673,41.8650547,0.4605568,
22,2,1384,Leyda,Lérida,,3118514,41.6175899,0.6200146,
23,2,1384,Ilerde,Lérida,,3118514,41.6175899,0.6200146,
24,2,1384,Leyda,Lérida,,3118514,41.6175899,0.6200146,
25,2,1384,Leyda,Lérida,,3118514,41.6175899,0.6200146,
26,2,1384,Leyda,Lérida,,3118514,41.6175899,0.6200146,
27,2,1384,Leyda,Lérida,,3118514,41.6175899,0.6200146,
28,2,1384,Leyda,Lérida,,3118514,41.6175899,0.6200146,
29,2,1384,Leyda,Lérida,,3118514,41.6175899,0.6200146,
29,2,1384,In villa Tamariti,Tamarite de Litera,,3108360,41.8673774,0.4213552,
1,3,1384,Abelda,Albelda,,3130673,41.8650547,0.4605568,
2,3,1384,Abelda,Albelda,,3130673,41.8650547,0.4605568,
3,3,1384,Abelda,Albelda,,3130673,41.8650547,0.4605568,
4,3,1384,Abelda,Albelda,,3130673,41.8650547,0.4605568,
5,3,1384,Abelda,Albelda,,3130673,41.8650547,0.4605568,
6,3,1384,Abelda,Albelda,,3130673,41.8650547,0.4605568,
7,3,1384,Abelda,Albelda,,3130673,41.8650547,0.4605568,
8,3,1384,Abelda,Albelda,,3130673,41.8650547,0.4605568,
9,3,1384,Abelda,Albelda,,3130673,41.8650547,0.4605568,
10,3,1384,Abelda,Albelda,,3130673,41.8650547,0.4605568,
11,3,1384,Abelda,Albelda,,3130673,41.8650547,0.4605568,
12,3,1384,Abelda,Albelda,,3130673,41.8650547,0.4605568,
13,3,1384,Abelda,Albelda,,3130673,41.8650547,0.4605568,
14,3,1384,Abelda,Albelda,,3130673,41.8650547,0.4605568,
15,3,1384,Abelda,Albelda,,3130673,41.8650547,0.4605568,
16,3,1384,Abelda,Albelda,,3130673,41.8650547,0.4605568,
17,3,1384,Abelda,Albelda,,3130673,41.8650547,0.4605568,
17,3,1384,Ilerde,Lérida,,3118514,41.6175899,0.6200146,
18,3,1384,Leyda,Lérida,,3118514,41.6175899,0.6200146,
19,3,1384,Leyda,Lérida,,3118514,41.6175899,0.6200146,
20,3,1384,Leyda,Lérida,,3118514,41.6175899,0.6200146,
21,3,1384,Leyda,Lérida,,3118514,41.6175899,0.6200146,
22,3,1384,Leyda,Lérida,,3118514,41.6175899,0.6200146,
23,3,1384,Leyda,Lérida,,3118514,41.6175899,0.6200146,
24,3,1384,Leyda,Lérida,,3118514,41.6175899,0.6200146,
25,3,1384,Leyda,Lérida,,3118514,41.6175899,0.6200146,
26,3,1384,Leyda,Lérida,,3118514,41.6175899,0.6200146,
27,3,1384,Leyda,Lérida,,3118514,41.6175899,0.6200146,
28,3,1384,Leyda,Lérida,,3118514,41.6175899,0.6200146,
29,3,1384,Leyda,Lérida,,3118514,41.6175899,0.6200146,
30,3,1384,Leyda,Lérida,,3118514,41.6175899,0.6200146,
31,3,1384,Leyda,Lérida,,3118514,41.6175899,0.6200146,
1,4,1384,Leyda,Lérida,,3118514,41.6175899,0.6200146,
2,4,1384,Leyda,Lérida,,3118514,41.6175899,0.6200146,
3,4,1384,Leyda,Lérida,,3118514,41.6175899,0.6200146,
4,4,1384,Leyda,Lérida,,3118514,41.6175899,0.6200146,
5,4,1384,Leyda,Lérida,,3118514,41.6175899,0.6200146,
6,4,1384,Leyda,Lérida,,3118514,41.6175899,0.6200146,
7,4,1384,Leyda,Lérida,,3118514,41.6175899,0.6200146,
8,4,1384,Leyda,Lérida,,3118514,41.6175899,0.6200146,
9,4,1384,Leyda,Lérida,,3118514,41.6175899,0.6200146,
10,4,1384,Leyda,Lérida,,3118514,41.6175899,0.6200146,
11,4,1384,Leyda,Lérida,,3118514,41.6175899,0.6200146,
12,4,1384,Leyda,Lérida,,3118514,41.6175899,0.6200146,
13,4,1384,Leyda,Lérida,,3118514,41.6175899,0.6200146,
13,4,1384,Almenar,Almenar,,3130306,41.7970523,0.5680948,
14,4,1384,Almenar,Almenar,,3130306,41.7970523,0.5680948,
15,4,1384,Leyda,Lérida,,3118514,41.6175899,0.6200146,
15,4,1384,Leyda,Lérida,,3118514,41.6175899,0.6200146,
16,4,1384,Leyda,Lérida,,3118514,41.6175899,0.6200146,
17,4,1384,Leyda,Lérida,,3118514,41.6175899,0.6200146,
18,4,1384,Leyda,Lérida,,3118514,41.6175899,0.6200146,
19,4,1384,Leyda,Lérida,,3118514,41.6175899,0.6200146,
19,4,1384,Loco de les Borges,Les Borges Blanques,,3127798,41.5223705,0.8735607,
20,4,1384,En les Borges Blangues carrer de Leyda,Les Borges Blanques,,3127798,41.5223705,0.8735607,
21,4,1384,En les Borges Blangues carrer de Leyda,Les Borges Blanques,,3127798,41.5223705,0.8735607,
22,4,1384,En les Borges Blangues carrer de Leyda,Les Borges Blanques,,3127798,41.5223705,0.8735607,
23,4,1384,En les Borges Blangues carrer de Leyda,Les Borges Blanques,,3127798,41.5223705,0.8735607,
24,4,1384,En les Borges Blangues carrer de Leyda,Les Borges Blanques,,3127798,41.5223705,0.8735607,
25,4,1384,En les Borges Blangues carrer de Leyda,Les Borges Blanques,,3127798,41.5223705,0.8735607,
26,4,1384,En les Borges Blangues carrer de Leyda,Les Borges Blanques,,3127798,41.5223705,0.8735607,
27,4,1384,En les Borges Blangues carrer de Leyda,Les Borges Blanques,,3127798,41.5223705,0.8735607,
28,4,1384,En les Borges Blangues carrer de Leyda,Les Borges Blanques,,3127798,41.5223705,0.8735607,
29,4,1384,En les Borges Blangues carrer de Leyda,Les Borges Blanques,,3127798,41.5223705,0.8735607,
30,4,1384,En les Borges Blangues carrer de Leyda,Les Borges Blanques,,3127798,41.5223705,0.8735607,
1,5,1384,In loco de Borgis Albis,Les Borges Blanques,,3127798,41.5223705,0.8735607,
2,5,1384,In loco de Borgis Albis,Les Borges Blanques,,3127798,41.5223705,0.8735607,
3,5,1384,In loco de Borgis Albis,Les Borges Blanques,,3127798,41.5223705,0.8735607,
4,5,1384,In loco de Borgis Albis,Les Borges Blanques,,3127798,41.5223705,0.8735607,
5,5,1384,In loco de Borgis Albis,Les Borges Blanques,,3127798,41.5223705,0.8735607,
6,5,1384,In loco de Borgis Albis,Les Borges Blanques,,3127798,41.5223705,0.8735607,
7,5,1384,In loco de Borgis Albis,Les Borges Blanques,,3127798,41.5223705,0.8735607,
7,5,1384,Ilerde,Lérida,,3118514,41.6175899,0.6200146,
8,5,1384,Ilerde,Lérida,,3118514,41.6175899,0.6200146,
9,5,1384,Ilerde,Lérida,,3118514,41.6175899,0.6200146,
10,5,1384,Ilerde,Lérida,,3118514,41.6175899,0.6200146,
11,5,1384,Ilerde,Lérida,,3118514,41.6175899,0.6200146,
12,5,1384,Ilerde,Lérida,,3118514,41.6175899,0.6200146,
13,5,1384,Ilerde,Lérida,,3118514,41.6175899,0.6200146,
13,5,1384,In loco de Torres,Torres de Segre,,3107717,41.5340778,0.5141739,
14,5,1384,In loco de Torres riparie Segre,Torres de Segre,,3107717,41.5340778,0.5141739,
15,5,1384,In loco de Torres riparie Segre,Torres de Segre,,3107717,41.5340778,0.5141739,
16,5,1384,In loco de Turribus,Torres de Segre,,3107717,41.5340778,0.5141739,
16,5,1384,Lleida,Lérida,,3118514,41.6175899,0.6200146,
17,5,1384,Lleida,Lérida,,3118514,41.6175899,0.6200146,
18,5,1384,Lleida,Lérida,,3118514,41.6175899,0.6200146,
19,5,1384,Lleida,Lérida,,3118514,41.6175899,0.6200146,
20,5,1384,Lleida,Lérida,,3118514,41.6175899,0.6200146,
20,5,1384,Dertuse,Tortosa,,3107677,40.8125777,0.5214423,
21,5,1384,Tortosa,Tortosa,,3107677,40.8125777,0.5214423,
22,5,1384,,,,,,,
23,5,1384,Tortosa,Tortosa,,3107677,40.8125777,0.5214423,
24,5,1384,Tortosa,Tortosa,,3107677,40.8125777,0.5214423,
25,5,1384,Tortosa,Tortosa,,3107677,40.8125777,0.5214423,
26,5,1384,Tortosa,Tortosa,,3107677,40.8125777,0.5214423,
27,5,1384,Tortosa,Tortosa,,3107677,40.8125777,0.5214423,
28,5,1384,Tortosa,Tortosa,,3107677,40.8125777,0.5214423,
29,5,1384,Tortosa,Tortosa,,3107677,40.8125777,0.5214423,
30,5,1384,Tortosa,Tortosa,,3107677,40.8125777,0.5214423,
31,5,1384,Tortosa,Tortosa,,3107677,40.8125777,0.5214423,
1,6,1384,Tortosa,Tortosa,,3107677,40.8125777,0.5214423,
2,6,1384,Tortosa,Tortosa,,3107677,40.8125777,0.5214423,
3,6,1384,Cambrils,Cambrils de Mar,,3126888,41.0666754,1.0603606,
3,6,1384,Terragona,Tarragona,,3108288,41.1188827,1.2572797,
4,6,1384,,,,,,,
5,6,1384,,,,,,,
6,6,1384,,,,,,,
7,6,1384,,,,,,,
8,6,1384,,,,,,,
9,6,1384,,,,,,,
10,6,1384,In loco Sancti Saturnini,Sant Sadurní d'Anoia,,3110064,41.4247986,1.7845135,
11,6,1384,In loco Sancti Saturnini,Sant Sadurní d'Anoia,,3110064,41.4247986,1.7845135,
12,6,1384,In loco Sancti Saturnini,Sant Sadurní d'Anoia,,3110064,41.4247986,1.7845135,
13,6,1384,In villa Martorelli,Martorell,,3117331,41.4739679,1.9291428,
13,6,1384,In loco Sancti Felicis Luppricati,Sant Feliu de Llobregat,,3110642,41.3841793,2.0518154,
14,6,1384,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
15,6,1384,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
16,6,1384,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
17,6,1384,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
18,6,1384,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
19,6,1384,,,,,,,
20,6,1384,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
20,6,1384,In Monasterio de Pedralves,Monasterio de Pedralbes,,6457234,41.3953392,2.1120701,
21,6,1384,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
22,6,1384,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
23,6,1384,En lo Monestir de Pedralbes,Monasterio de Pedralbes,,6457234,41.3953392,2.1120701,
24,6,1384,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
25,6,1384,In monasterio de Pedralbes,Monasterio de Pedralbes,,6457234,41.3953392,2.1120701,
26,6,1384,In monasterio de Pedralbes,Monasterio de Pedralbes,,6457234,41.3953392,2.1120701,
27,6,1384,In monasterio de Pedralbes,Monasterio de Pedralbes,,6457234,41.3953392,2.1120701,
28,6,1384,In monasterio de Pedralbes,Monasterio de Pedralbes,,6457234,41.3953392,2.1120701,
29,6,1384,In monasterio de Pedralbes,Monasterio de Pedralbes,,6457234,41.3953392,2.1120701,
30,6,1384,In monasterio de Pedralbes,Monasterio de Pedralbes,,6457234,41.3953392,2.1120701,
1,7,1384,En lo Monestir de Pedralbes,Monasterio de Pedralbes,,6457234,41.3953392,2.1120701,
2,7,1384,En lo Monestir de Pedralbes,Monasterio de Pedralbes,,6457234,41.3953392,2.1120701,
3,7,1384,En lo Monestir de Pedralbes,Monasterio de Pedralbes,,6457234,41.3953392,2.1120701,
4,7,1384,En lo Monestir de Pedralbes,Monasterio de Pedralbes,,6457234,41.3953392,2.1120701,
5,7,1384,En lo Monestir de Pedralbes,Monasterio de Pedralbes,,6457234,41.3953392,2.1120701,
6,7,1384,En lo Monestir de Pedralbes,Monasterio de Pedralbes,,6457234,41.3953392,2.1120701,
7,7,1384,En lo Monestir de Pedralbes,Monasterio de Pedralbes,,6457234,41.3953392,2.1120701,
8,7,1384,En lo Monestir de Pedralbes,Monasterio de Pedralbes,,6457234,41.3953392,2.1120701,
9,7,1384,En lo Monestir de Pedralbes,Monasterio de Pedralbes,,6457234,41.3953392,2.1120701,
10,7,1384,En lo Monestir de Pedralbes,Monasterio de Pedralbes,,6457234,41.3953392,2.1120701,
11,7,1384,En lo Monestir de Pedralbes,Monasterio de Pedralbes,,6457234,41.3953392,2.1120701,
12,7,1384,En lo Monestir de Pedralbes,Monasterio de Pedralbes,,6457234,41.3953392,2.1120701,
13,7,1384,En lo Monestir de Pedralbes,Monasterio de Pedralbes,,6457234,41.3953392,2.1120701,
14,7,1384,En lo Monestir de Pedralbes,Monasterio de Pedralbes,,6457234,41.3953392,2.1120701,
15,7,1384,En lo Monestir de Pedralbes,Monasterio de Pedralbes,,6457234,41.3953392,2.1120701,
16,7,1384,En lo Monestir de Pedralbes,Monasterio de Pedralbes,,6457234,41.3953392,2.1120701,
17,7,1384,En lo Monestir de Pedralbes,Monasterio de Pedralbes,,6457234,41.3953392,2.1120701,
18,7,1384,En lo Monestir de Pedralbes,Monasterio de Pedralbes,,6457234,41.3953392,2.1120701,
19,7,1384,En lo Monestir de Pedralbes,Monasterio de Pedralbes,,6457234,41.3953392,2.1120701,
20,7,1384,En lo Monestir de Pedralbes,Monasterio de Pedralbes,,6457234,41.3953392,2.1120701,
21,7,1384,En lo Monestir de Pedralbes,Monasterio de Pedralbes,,6457234,41.3953392,2.1120701,
22,7,1384,In Monasterio de Petris albis,Monasterio de Pedralbes,,6457234,41.3953392,2.1120701,
23,7,1384,Monestir de Pedralbes,Monasterio de Pedralbes,,6457234,41.3953392,2.1120701,
24,7,1384,Monestir de Pedralbes,Monasterio de Pedralbes,,6457234,41.3953392,2.1120701,
25,7,1384,Monestir de Pedralbes,Monasterio de Pedralbes,,6457234,41.3953392,2.1120701,
26,7,1384,Monestir de Pedralbes,Monasterio de Pedralbes,,6457234,41.3953392,2.1120701,
27,7,1384,Monestir de Pedralbes,Monasterio de Pedralbes,,6457234,41.3953392,2.1120701,
28,7,1384,Monestir de Pedralbes,Monasterio de Pedralbes,,6457234,41.3953392,2.1120701,
28,7,1384,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
28,7,1384,In loco de Badalona,Badalona,,3129028,41.4469883,2.2450325,
29,7,1384,Badalona,Badalona,,3129028,41.4469883,2.2450325,
30,7,1384,Badalona,Badalona,,3129028,41.4469883,2.2450325,
31,7,1384,Badalona,Badalona,,3129028,41.4469883,2.2450325,
1,8,1384,In Parrochie de Bitulona,Badalona,,3129028,41.4469883,2.2450325,
2,8,1384,In Parrochie de Bitulona,Badalona,,3129028,41.4469883,2.2450325,
3,8,1384,In Parrochie de Bitulona,Badalona,,3129028,41.4469883,2.2450325,
4,8,1384,Badalona,Badalona,,3129028,41.4469883,2.2450325,
5,8,1384,In loco de Badalona,Badalona,,3129028,41.4469883,2.2450325,
6,8,1384,Bitulone,Badalona,,3129028,41.4469883,2.2450325,
7,8,1384,Bitulone,Badalona,,3129028,41.4469883,2.2450325,
8,8,1384,Badalona,Badalona,,3129028,41.4469883,2.2450325,
9,8,1384,Badalona,Badalona,,3129028,41.4469883,2.2450325,
10,8,1384,Badalona,Badalona,,3129028,41.4469883,2.2450325,
11,8,1384,Badalona,Badalona,,3129028,41.4469883,2.2450325,
12,8,1384,Badalona,Badalona,,3129028,41.4469883,2.2450325,
13,8,1384,Badalona,Badalona,,3129028,41.4469883,2.2450325,
14,8,1384,Badalona,Badalona,,3129028,41.4469883,2.2450325,
15,8,1384,Badalona,Badalona,,3129028,41.4469883,2.2450325,
16,8,1384,Badalona,Badalona,,3129028,41.4469883,2.2450325,
17,8,1384,Badalona,Badalona,,3129028,41.4469883,2.2450325,
18,8,1384,Badalona,Badalona,,3129028,41.4469883,2.2450325,
19,8,1384,Badalona,Badalona,,3129028,41.4469883,2.2450325,
20,8,1384,Badalona,Badalona,,3129028,41.4469883,2.2450325,
20,8,1384,En Vilaçar,Vilassar de Dalt,,3110601,41.5182055,2.3595545,
21,8,1384,En Vilaçar,Vilassar de Dalt,,3110601,41.5182055,2.3595545,
22,8,1384,In castro de Vilassario,Castillo de Vilassar,,GNA_0014,41.5177555,2.3562911,
23,8,1384,In castro de Vilassario,Castillo de Vilassar,,GNA_0014,41.5177555,2.3562911,
24,8,1384,Vilaçar,Vilassar de Dalt,,3110601,41.5182055,2.3595545,
25,8,1384,In castro de Vilaçar,Castillo de Vilassar,,GNA_0014,41.5177555,2.3562911,
26,8,1384,In castro de Vilaçar,Castillo de Vilassar,,GNA_0014,41.5177555,2.3562911,
27,8,1384,In loco de Vilaçario,Vilassar de Dalt,,3110601,41.5182055,2.3595545,
28,8,1384,In castro de Vilassario,Castillo de Vilassar,,GNA_0014,41.5177555,2.3562911,
29,8,1384,In castro de Vilassario,Castillo de Vilassar,,GNA_0014,41.5177555,2.3562911,
30,8,1384,In castro de Vilassario,Castillo de Vilassar,,GNA_0014,41.5177555,2.3562911,
31,8,1384,In castro de Vilassario,Castillo de Vilassar,,GNA_0014,41.5177555,2.3562911,
1,9,1384,Vilaçar,Vilassar de Dalt,,3110601,41.5182055,2.3595545,
2,9,1384,Vilaçar,Vilassar de Dalt,,3110601,41.5182055,2.3595545,
3,9,1384,Vilaçar,Vilassar de Dalt,,3110601,41.5182055,2.3595545,
4,9,1384,Vilaçar,Vilassar de Dalt,,3110601,41.5182055,2.3595545,
5,9,1384,Vilaçar,Vilassar de Dalt,,3110601,41.5182055,2.3595545,
6,9,1384,Vilaçar,Vilassar de Dalt,,3110601,41.5182055,2.3595545,
7,9,1384,Vilaçar,Vilassar de Dalt,,3110601,41.5182055,2.3595545,
8,9,1384,Vilaçar,Vilassar de Dalt,,3110601,41.5182055,2.3595545,
9,9,1384,Vilaçar,Vilassar de Dalt,,3110601,41.5182055,2.3595545,
10,9,1384,Vilaçar,Vilassar de Dalt,,3110601,41.5182055,2.3595545,
11,9,1384,Vilaçar,Vilassar de Dalt,,3110601,41.5182055,2.3595545,
12,9,1384,Vilaçar,Vilassar de Dalt,,3110601,41.5182055,2.3595545,
13,9,1384,Vilaçar,Vilassar de Dalt,,3110601,41.5182055,2.3595545,
13,9,1384,In loco de la Rocha,La Roca del Vallés,,3119099,41.5814805,2.32586,
14,9,1384,En Linars,Llinars del Vallès,,3118240,41.6364152,2.3912362,
15,9,1384,En Linars,Llinars del Vallès,,3118240,41.6364152,2.3912362,
15,9,1384,In loco de Santo Celidonio,Sant Celoni,,3110813,41.6826815,2.48965,
16,9,1384,Sent Celoni,Sant Celoni,,3110813,41.6826815,2.48965,
17,9,1384,Sent Celoni,Sant Celoni,,3110813,41.6826815,2.48965,
17,9,1384,In villa de Ffigueriis,Figueres,,3122453,42.2655066,2.9581046,
18,9,1384,,,,,,,
19,9,1384,In loco de Ffigueriis,Figueres,,3122453,42.2655066,2.9581046,
20,9,1384,En Ffigueres,Figueres,,3122453,42.2655066,2.9581046,
21,9,1384,,,,,,,
22,9,1384,En lo loch del Volo,Le Boulou,,3005102,42.524693,2.8340812,
23,9,1384,In loco de Volono,Le Boulou,,3005102,42.524693,2.8340812,
24,9,1384,,,,,,,
25,9,1384,Perpenyà,Perpignan,,2987914,42.6935167,2.8948332,
26,9,1384,Perpenyà,Perpignan,,2987914,42.6935167,2.8948332,
27,9,1384,Perpenyà,Perpignan,,2987914,42.6935167,2.8948332,
28,9,1384,Perpenyà,Perpignan,,2987914,42.6935167,2.8948332,
29,9,1384,Perpenyà,Perpignan,,2987914,42.6935167,2.8948332,
30,9,1384,Perpenyà,Perpignan,,2987914,42.6935167,2.8948332,
1,10,1384,Perpenyà,Perpignan,,2987914,42.6935167,2.8948332,
2,10,1384,Perpenyà,Perpignan,,2987914,42.6935167,2.8948332,
3,10,1384,Perpenyà,Perpignan,,2987914,42.6935167,2.8948332,
4,10,1384,Perpenyà,Perpignan,,2987914,42.6935167,2.8948332,
5,10,1384,Perpenyà,Perpignan,,2987914,42.6935167,2.8948332,
6,10,1384,Perpenyà,Perpignan,,2987914,42.6935167,2.8948332,
7,10,1384,Perpenyà,Perpignan,,2987914,42.6935167,2.8948332,
8,10,1384,Perpenyà,Perpignan,,2987914,42.6935167,2.8948332,
9,10,1384,Perpenyà,Perpignan,,2987914,42.6935167,2.8948332,
10,10,1384,Perpenyà,Perpignan,,2987914,42.6935167,2.8948332,
11,10,1384,Perpenyà,Perpignan,,2987914,42.6935167,2.8948332,
12,10,1384,Perpenyà,Perpignan,,2987914,42.6935167,2.8948332,
12,10,1384,In loco de Clayrano,Claira,,3024817,42.761522,2.948939,
13,10,1384,Perpenyà,Perpignan,,2987914,42.6935167,2.8948332,
14,10,1384,Perpenyà,Perpignan,,2987914,42.6935167,2.8948332,
15,10,1384,Perpenyà,Perpignan,,2987914,42.6935167,2.8948332,
16,10,1384,Perpenyà,Perpignan,,2987914,42.6935167,2.8948332,
