day,month,year,Location_Book,modern_name,Loc_Codes,geo_id,latitude,longitude,Notes
1,1,1387,,,,,,,
2,1,1387,,,,,,,
3,1,1387,,,,,,,
4,1,1387,Mort del senyor rei,,,,,,death of the king
5,1,1387,En lo loch de Hostalrich,Hostalric,,3120616,41.7433285,2.6276966,"Death of Joan's father, Pere the Ceremonious in Barcelona"
6,1,1387,En lo loch de Hostalrich,Hostalric,,3120616,41.7433285,2.6276966,
7,1,1387,en lo loch de holstalrich,Hostalric,,3120616,41.7433285,2.6276966,
8,1,1387,en lo loch de holstalrich,Hostalric,,3120616,41.7433285,2.6276966,
9,1,1387,loco de Santo celdonio,Sant Celoni,,3110813,41.6826815,2.48965,
10,1,1387,en lo loch de cardedeu,Cardedeu,,3126317,41.6394024,2.3591531,
10,1,1387,Villa granullariourum,Granollers,,3121145,41.6061927,2.2870889,
11,1,1387,en loch lo de granollers,Granollers,,3121145,41.6061927,2.2870889,
12,1,1387,loco de granollers,Granollers,,3121145,41.6061927,2.2870889,
13,1,1387,loco de granollers,Granollers,,3121145,41.6061927,2.2870889,
14,1,1387,loco de granollers,Granollers,,3121145,41.6061927,2.2870889,
15,1,1387,loco de granollers,Granollers,,3121145,41.6061927,2.2870889,
16,1,1387,villa de granollers,Granollers,,3121145,41.6061927,2.2870889,
17,1,1387,villa de granollers,Granollers,,3121145,41.6061927,2.2870889,
18,1,1387,villa de granollers,Granollers,,3121145,41.6061927,2.2870889,
19,1,1387,barchinose,Barcelona,,3128760,41.3850639,2.1734035,
20,1,1387,Barcelona ,Barcelona,,3128760,41.3850639,2.1734035,
21,1,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
22,1,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
23,1,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
24,1,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
25,1,1387,barcelona ,Barcelona,,3128760,41.3850639,2.1734035,
26,1,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
27,1,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
28,1,1387,barcelona ,Barcelona,,3128760,41.3850639,2.1734035,
29,1,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
30,1,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
31,1,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
1,2,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
2,2,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
3,2,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
4,2,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
5,2,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
6,2,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
7,2,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
8,2,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
9,2,1387,barcelona ,Barcelona,,3128760,41.3850639,2.1734035,
10,2,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
11,2,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
12,2,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
13,2,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
14,2,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
15,2,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
16,2,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
17,2,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
18,2,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
19,2,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
20,2,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
21,2,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
22,2,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
23,2,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
24,2,1387,Barcelona ,Barcelona,,3128760,41.3850639,2.1734035,
25,2,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
26,2,1387,Barcelona ,Barcelona,,3128760,41.3850639,2.1734035,
27,2,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
28,2,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
1,3,1387,barcelona ,Barcelona,,3128760,41.3850639,2.1734035,
2,3,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
3,3,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
4,3,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
5,3,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
6,3,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
7,3,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
8,3,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
9,3,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
10,3,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
11,3,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
12,3,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
13,3,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
14,3,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
15,3,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
16,3,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
17,3,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
18,3,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
19,3,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
20,3,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
21,3,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
22,3,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
23,3,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
24,3,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
25,3,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
26,3,1387,Barcelona ,Barcelona,,3128760,41.3850639,2.1734035,
27,3,1387,barcelona ,Barcelona,,3128760,41.3850639,2.1734035,
28,3,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
29,3,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
30,3,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
31,3,1387,barcelona ,Barcelona,,3128760,41.3850639,2.1734035,
1,4,1387,barcelona ,Barcelona,,3128760,41.3850639,2.1734035,
2,4,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
3,4,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
4,4,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
5,4,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
6,4,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
7,4,1387,Barcelona ,Barcelona,,3128760,41.3850639,2.1734035,
8,4,1387,Barcelona ,Barcelona,,3128760,41.3850639,2.1734035,
9,4,1387,Barcelona ,Barcelona,,3128760,41.3850639,2.1734035,
10,4,1387,Barcelona ,Barcelona,,3128760,41.3850639,2.1734035,
11,4,1387,Barcelona ,Barcelona,,3128760,41.3850639,2.1734035,
12,4,1387,barcelona ,Barcelona,,3128760,41.3850639,2.1734035,
13,4,1387,barcelona ,Barcelona,,3128760,41.3850639,2.1734035,
14,4,1387,barcelona ,Barcelona,,3128760,41.3850639,2.1734035,
15,4,1387,barcelona ,Barcelona,,3128760,41.3850639,2.1734035,
16,4,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
17,4,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
18,4,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
19,4,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
20,4,1387,Barcelona ,Barcelona,,3128760,41.3850639,2.1734035,
21,4,1387,barcelona ,Barcelona,,3128760,41.3850639,2.1734035,
22,4,1387,barcelona ,Barcelona,,3128760,41.3850639,2.1734035,
23,4,1387,barcelona ,Barcelona,,3128760,41.3850639,2.1734035,
24,4,1387,Barcelona ,Barcelona,,3128760,41.3850639,2.1734035,
25,4,1387,barcelona ,Barcelona,,3128760,41.3850639,2.1734035,
26,4,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
27,4,1387,barcelona ,Barcelona,,3128760,41.3850639,2.1734035,
28,4,1387,barcelona ,Barcelona,,3128760,41.3850639,2.1734035,
29,4,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
30,4,1387,Barcelona ,Barcelona,,3128760,41.3850639,2.1734035,
1,5,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
2,5,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
3,5,1387,Barcelona ,Barcelona,,3128760,41.3850639,2.1734035,
4,5,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
5,5,1387,,,,,,,
6,5,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
7,5,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
8,5,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
9,5,1387,Barcelona ,Barcelona,,3128760,41.3850639,2.1734035,
10,5,1387,Barcelona ,Barcelona,,3128760,41.3850639,2.1734035,
11,5,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
12,5,1387,Barcelona ,Barcelona,,3128760,41.3850639,2.1734035,
13,5,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
14,5,1387,Barcelona ,Barcelona,,3128760,41.3850639,2.1734035,
15,5,1387,Barcelona ,Barcelona,,3128760,41.3850639,2.1734035,
16,5,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
17,5,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
18,5,1387,Barcelona ,Barcelona,,3128760,41.3850639,2.1734035,
19,5,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
20,5,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
21,5,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
22,5,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
23,5,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
24,5,1387,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
25,5,1387,Barcelona ,Barcelona,,3128760,41.3850639,2.1734035,
26,5,1387,Barcelona ,Barcelona,,3128760,41.3850639,2.1734035,
27,5,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
28,5,1387,Barcelona ,Barcelona,,3128760,41.3850639,2.1734035,
29,5,1387,Barcelona ,Barcelona,,3128760,41.3850639,2.1734035,
30,5,1387,Barcelona ,Barcelona,,3128760,41.3850639,2.1734035,
31,5,1387,Barcelona ,Barcelona,,3128760,41.3850639,2.1734035,
1,6,1387,Barcelona ,Barcelona,,3128760,41.3850639,2.1734035,
2,6,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
3,6,1387,Barcelona ,Barcelona,,3128760,41.3850639,2.1734035,
4,6,1387,Barcelona ,Barcelona,,3128760,41.3850639,2.1734035,
5,6,1387,barcelona,Barcelona,,3128760,41.3850639,2.1734035,
6,6,1387,Barcelona ,Barcelona,,3128760,41.3850639,2.1734035,
7,6,1387,Barcelona ,Barcelona,,3128760,41.3850639,2.1734035,
8,6,1387,Barcelona ,Barcelona,,3128760,41.3850639,2.1734035,
9,6,1387,Barcelona ,Barcelona,,3128760,41.3850639,2.1734035,
10,6,1387,Barcelona ,Barcelona,,3128760,41.3850639,2.1734035,
11,6,1387,Barcelona ,Barcelona,,3128760,41.3850639,2.1734035,
12,6,1387,Barcelona ,Barcelona,,3128760,41.3850639,2.1734035,
13,6,1387,Barcelona ,Barcelona,,3128760,41.3850639,2.1734035,
14,6,1387,Barcelona ,Barcelona,,3128760,41.3850639,2.1734035,
15,6,1387,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
16,6,1387,Barcelona ,Barcelona,,3128760,41.3850639,2.1734035,
17,6,1387,Barcelona ,Barcelona,,3128760,41.3850639,2.1734035,
18,6,1387,Barcelona ,Barcelona,,3128760,41.3850639,2.1734035,
19,6,1387,Barcelona ,Barcelona,,3128760,41.3850639,2.1734035,
20,6,1387,Barcelona ,Barcelona,,3128760,41.3850639,2.1734035,
21,6,1387,Barcelona ,Barcelona,,3128760,41.3850639,2.1734035,
22,6,1387,Barcelona ,Barcelona,,3128760,41.3850639,2.1734035,
23,6,1387,Barcelona ,Barcelona,,3128760,41.3850639,2.1734035,
24,6,1387,Barcelona ,Barcelona,,3128760,41.3850639,2.1734035,
25,6,1387,Barcelona ,Barcelona,,3128760,41.3850639,2.1734035,
26,6,1387,Barcelona ,Barcelona,,3128760,41.3850639,2.1734035,
27,6,1387,Barcelona ,Barcelona,,3128760,41.3850639,2.1734035,
28,6,1387,Barcelona ,Barcelona,,3128760,41.3850639,2.1734035,
29,6,1387,Barcelona ,Barcelona,,3128760,41.3850639,2.1734035,
30,6,1387,Barcelona ,Barcelona,,3128760,41.3850639,2.1734035,
1,7,1387,barchinone,Barcelona,,3128760,41.3850639,2.1734035,
2,7,1387,barchinone,Barcelona,,3128760,41.3850639,2.1734035,
3,7,1387,barchinone,Barcelona,,3128760,41.3850639,2.1734035,
4,7,1387,barchinone,Barcelona,,3128760,41.3850639,2.1734035,
5,7,1387,barchinone,Barcelona,,3128760,41.3850639,2.1734035,
6,7,1387,barchinone,Barcelona,,3128760,41.3850639,2.1734035,
7,7,1387,barchinone,Barcelona,,3128760,41.3850639,2.1734035,
8,7,1387,barchinone,Barcelona,,3128760,41.3850639,2.1734035,
9,7,1387,barchinone,Barcelona,,3128760,41.3850639,2.1734035,
10,7,1387,barchinone,Barcelona,,3128760,41.3850639,2.1734035,
11,7,1387,barchinone,Barcelona,,3128760,41.3850639,2.1734035,
12,7,1387,barchinone,Barcelona,,3128760,41.3850639,2.1734035,
13,7,1387,barchinone,Barcelona,,3128760,41.3850639,2.1734035,
14,7,1387,barchinone,Barcelona,,3128760,41.3850639,2.1734035,
15,7,1387,barchinone,Barcelona,,3128760,41.3850639,2.1734035,
16,7,1387,barchinone,Barcelona,,3128760,41.3850639,2.1734035,
17,7,1387,barchinone,Barcelona,,3128760,41.3850639,2.1734035,
18,7,1387,barchinone,Barcelona,,3128760,41.3850639,2.1734035,
19,7,1387,barchinone,Barcelona,,3128760,41.3850639,2.1734035,
20,7,1387,barchinone,Barcelona,,3128760,41.3850639,2.1734035,
21,7,1387,barchinone,Barcelona,,3128760,41.3850639,2.1734035,
22,7,1387,barchinone,Barcelona,,3128760,41.3850639,2.1734035,
23,7,1387,barchinone,Barcelona,,3128760,41.3850639,2.1734035,
24,7,1387,barchinone,Barcelona,,3128760,41.3850639,2.1734035,
25,7,1387,barchinone,Barcelona,,3128760,41.3850639,2.1734035,
26,7,1387,barchinone,Barcelona,,3128760,41.3850639,2.1734035,
27,7,1387,barchinone,Barcelona,,3128760,41.3850639,2.1734035,
28,7,1387,barchinone,Barcelona,,3128760,41.3850639,2.1734035,
29,7,1387,barchinone,Barcelona,,3128760,41.3850639,2.1734035,
30,7,1387,barchinone,Barcelona,,3128760,41.3850639,2.1734035,
31,7,1387,barchinone,Barcelona,,3128760,41.3850639,2.1734035,
1,8,1387, Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
2,8,1387,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
3,8,1387,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
4,8,1387,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
5,8,1387,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
6,8,1387,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
7,8,1387,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
8,8,1387,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
9,8,1387,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
10,8,1387,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
11,8,1387,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
12,8,1387,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
13,8,1387,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
14,8,1387,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
15,8,1387,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
16,8,1387,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
17,8,1387,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
18,8,1387,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
19,8,1387,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
20,8,1387,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
21,8,1387,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
22,8,1387,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
23,8,1387,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
24,8,1387,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
25,8,1387,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
26,8,1387,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
27,8,1387,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
28,8,1387,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
29,8,1387,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
30,8,1387,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
31,8,1387,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
1,9,1387,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
2,9,1387,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
3,9,1387,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
4,9,1387,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
5,9,1387,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
6,9,1387,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
7,9,1387,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
8,9,1387,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
9,9,1387,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
10,9,1387,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
11,9,1387,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
12,9,1387,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
13,9,1387,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
14,9,1387,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
15,9,1387,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
16,9,1387,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
17,9,1387,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
18,9,1387,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
19,9,1387,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
20,9,1387,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
21,9,1387,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
22,9,1387,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
23,9,1387,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
24,9,1387,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
25,9,1387,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
26,9,1387,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
27,9,1387,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
28,9,1387,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
29,9,1387,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
30,9,1387,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
1,10,1387,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
2,10,1387,Barcelona ,Barcelona,,3128760,41.3850639,2.1734035,
3,10,1387,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
4,10,1387,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
5,10,1387,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
6,10,1387,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
7,10,1387,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
8,10,1387,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
9,10,1387,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
10,10,1387,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
11,10,1387,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
12,10,1387,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
13,10,1387,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
14,10,1387,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
15,10,1387,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
16,10,1387,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
17,10,1387,Barcelona,Barcelona,,3128760,41.3850639,2.1734035,
17,10,1387,monestir de valldonzella,Monasterio Santa Maria de Valldonzella,,GNA_0023,41.412197,2.1305532,
18,10,1387,monestir de valldonzella,Monasterio Santa Maria de Valldonzella,,GNA_0023,41.412197,2.1305532,
19,10,1387,monestir de valldonzella,Monasterio Santa Maria de Valldonzella,,GNA_0023,41.412197,2.1305532,
20,10,1387,monestir de valldonzella,Monasterio Santa Maria de Valldonzella,,GNA_0023,41.412197,2.1305532,
21,10,1387,monestir de valldonzella,Monasterio Santa Maria de Valldonzella,,GNA_0023,41.412197,2.1305532,
22,10,1387,,Monasterio Santa Maria de Valldonzella,,GNA_0023,41.412197,2.1305532,
23,10,1387,monestir de valldonzella,Monasterio Santa Maria de Valldonzella,,GNA_0023,41.412197,2.1305532,
24,10,1387,monestir de valldonzella,Monasterio Santa Maria de Valldonzella,,GNA_0023,41.412197,2.1305532,
25,10,1387,monestir de valldonzella,Monasterio Santa Maria de Valldonzella,,GNA_0023,41.412197,2.1305532,
26,10,1387,monestir de valldonzella,Monasterio Santa Maria de Valldonzella,,GNA_0023,41.412197,2.1305532,
27,10,1387,monestir de valldonzella,Monasterio Santa Maria de Valldonzella,,GNA_0023,41.412197,2.1305532,
28,10,1387,monestir de valldonzella,Monasterio Santa Maria de Valldonzella,,GNA_0023,41.412197,2.1305532,
29,10,1387,monestir de valldonzella,Monasterio Santa Maria de Valldonzella,,GNA_0023,41.412197,2.1305532,
29,10,1387,villa de moli de reig,Molins de Rei,,3116562,41.4141137,2.0177119,
30,10,1387,en lo loch de martorell,Martorell,,3117331,41.4739679,1.9291428,
31,10,1387,,,,,,,"In all the days with a document in Valldonzella, there are often documents in Barcelona as well."
1,11,1387,monestir de valldonzella,Monasterio Santa Maria de Valldonzella,,GNA_0023,41.412197,2.1305532,
2,11,1387,loch de sent sedorni,Sant Sadurní d'Anoia,,3110064,41.4247986,1.7845135,
3,11,1387,vilaffrancha de penades,Vilafranca del Penedès,,3105600,41.3461265,1.6979398,
4,11,1387,vilaffrancha de penades,Vilafranca del Penedès,,3105600,41.3461265,1.6979398,
5,11,1387,vilaffrancha de penades,Vilafranca del Penedès,,3105600,41.3461265,1.6979398,
6,11,1387,vilaffrancha de penades,Vilafranca del Penedès,,3105600,41.3461265,1.6979398,
7,11,1387,vilaffrancha de penades,Vilafranca del Penedès,,3105600,41.3461265,1.6979398,
8,11,1387,vilaffrancha de penades,Vilafranca del Penedès,,3105600,41.3461265,1.6979398,
8,11,1387,Mas Cord,Mas Cord,,TL_0038,41.3309539,1.7339497,
9,11,1387,vilaffrancha de penades,Vilafranca del Penedès,,3105600,41.3461265,1.6979398,
10,11,1387,vilaffrancha de penades,Vilafranca del Penedès,,3105600,41.3461265,1.6979398,
11,11,1387,vilaffrancha de penades,Vilafranca del Penedès,,3105600,41.3461265,1.6979398,
12,11,1387,vilaffrancha de penades,Vilafranca del Penedès,,3105600,41.3461265,1.6979398,
13,11,1387,vilaffrancha de penades,Vilafranca del Penedès,,3105600,41.3461265,1.6979398,
14,11,1387,vilaffrancha de penades,Vilafranca del Penedès,,3105600,41.3461265,1.6979398,
15,11,1387,vilaffrancha de penades,Vilafranca del Penedès,,3105600,41.3461265,1.6979398,
16,11,1387,vilaffrancha de penades,Vilafranca del Penedès,,3105600,41.3461265,1.6979398,
17,11,1387,vilaffrancha de penades,Vilafranca del Penedès,,3105600,41.3461265,1.6979398,
18,11,1387,vilaffrancha de penades,Vilafranca del Penedès,,3105600,41.3461265,1.6979398,
19,11,1387,vilaffrancha de penades,Vilafranca del Penedès,,3105600,41.3461265,1.6979398,
20,11,1387,vilaffrancha de penades,Vilafranca del Penedès,,3105600,41.3461265,1.6979398,
21,11,1387,vilaffrancha de penades,Vilafranca del Penedès,,3105600,41.3461265,1.6979398,
22,11,1387,vilaffrancha de penades,Vilafranca del Penedès,,3105600,41.3461265,1.6979398,
23,11,1387,vilaffrancha de penades,Vilafranca del Penedès,,3105600,41.3461265,1.6979398,
24,11,1387,vilaffrancha de penades,Vilafranca del Penedès,,3105600,41.3461265,1.6979398,
25,11,1387,vilaffrancha de penades,Vilafranca del Penedès,,3105600,41.3461265,1.6979398,
26,11,1387,vilaffrancha de penades,Vilafranca del Penedès,,3105600,41.3461265,1.6979398,
27,11,1387,vilaffrancha de penades,Vilafranca del Penedès,,3105600,41.3461265,1.6979398,
28,11,1387,vilaffrancha de penades,Vilafranca del Penedès,,3105600,41.3461265,1.6979398,
29,11,1387,vilaffrancha de penades,Vilafranca del Penedès,,3105600,41.3461265,1.6979398,
30,11,1387,vilaffrancha de penades,Vilafranca del Penedès,,3105600,41.3461265,1.6979398,
1,12,1387,vilaffrancha de penades,Vilafranca del Penedès,,3105600,41.3461265,1.6979398,
2,12,1387,vilaffrancha de penades,Vilafranca del Penedès,,3105600,41.3461265,1.6979398,
3,12,1387,vilaffrancha de penades,Vilafranca del Penedès,,3105600,41.3461265,1.6979398,
4,12,1387,vilaffrancha de penades,Vilafranca del Penedès,,3105600,41.3461265,1.6979398,
5,12,1387,vilaffrancha de penades,Vilafranca del Penedès,,3105600,41.3461265,1.6979398,
6,12,1387,vilaffrancha de penades,Vilafranca del Penedès,,3105600,41.3461265,1.6979398,
7,12,1387,vilaffrancha de penades,Vilafranca del Penedès,,3105600,41.3461265,1.6979398,
8,12,1387,vilaffrancha de penades,Vilafranca del Penedès,,3105600,41.3461265,1.6979398,
9,12,1387,vilaffrancha de penades,Vilafranca del Penedès,,3105600,41.3461265,1.6979398,
10,12,1387,vilaffrancha de penades,Vilafranca del Penedès,,3105600,41.3461265,1.6979398,
11,12,1387,vilaffrancha de penades,Vilafranca del Penedès,,3105600,41.3461265,1.6979398,
12,12,1387,vilaffrancha de penades,Vilafranca del Penedès,,3105600,41.3461265,1.6979398,
13,12,1387,vilaffrancha de penades,Vilafranca del Penedès,,3105600,41.3461265,1.6979398,
14,12,1387,vilaffrancha de penades,Vilafranca del Penedès,,3105600,41.3461265,1.6979398,
15,12,1387,vilaffrancha de penades,Vilafranca del Penedès,,3105600,41.3461265,1.6979398,
16,12,1387,vilaffrancha de penades,Vilafranca del Penedès,,3105600,41.3461265,1.6979398,
17,12,1387,vilaffrancha de penades,Vilafranca del Penedès,,3105600,41.3461265,1.6979398,
18,12,1387,vilaffrancha de penades,Vilafranca del Penedès,,3105600,41.3461265,1.6979398,
19,12,1387,vilaffrancha de penades,Vilafranca del Penedès,,3105600,41.3461265,1.6979398,
