Weekday,day,month,year,Location_Book,modern_name,Loc_Code,Notes,geo_id,latitude,longitude
,17,5,1330,Langua aldea de Darocha,Langa del Castitllo,,,3119338,41.2108711,-1.39879
,18,5,1330,Daroce,Daroca,,,3123969,41.1144048,-1.4144344
,19,5,1330,Daroce,Daroca,,,3123969,41.1144048,-1.4144344
,20,5,1330,Daroce,Daroca,,,3123969,41.1144048,-1.4144344
,21,5,1330,Daroce,Daroca,,,3123969,41.1144048,-1.4144344
,22,5,1330,Daroce,Daroca,,,3123969,41.1144048,-1.4144344
,23,5,1330,Daroce,Daroca,,,3123969,41.1144048,-1.4144344
,24,5,1330,Daroce,Daroca,,,3123969,41.1144048,-1.4144344
,25,5,1330,Daroce,Daroca,,,3123969,41.1144048,-1.4144344
,26,5,1330,Daroce,Daroca,,,3123969,41.1144048,-1.4144344
,27,5,1330,Daroce,Daroca,,,3123969,41.1144048,-1.4144344
,28,5,1330,Daroce,Daroca,,,3123969,41.1144048,-1.4144344
,29,5,1330,Daroce,Daroca,,,3123969,41.1144048,-1.4144344
,30,5,1330,Daroce,Daroca,,,3123969,41.1144048,-1.4144344
,31,5,1330,Daroce,Daroca,,,3123969,41.1144048,-1.4144344
,1,6,1330,Daroce,Daroca,,,3123969,41.1144048,-1.4144344
,2,6,1330,Daroce,Daroca,,,3123969,41.1144048,-1.4144344
,3,6,1330,Daroce,Daroca,,,3123969,41.1144048,-1.4144344
,4,6,1330,Daroce,Daroca,,,3123969,41.1144048,-1.4144344
,5,6,1330,Daroce,Daroca,,,3123969,41.1144048,-1.4144344
,6,6,1330,Daroce,Daroca,,,3123969,41.1144048,-1.4144344
,7,6,1330,Daroce,Daroca,,,3123969,41.1144048,-1.4144344
,8,6,1330,Daroce,Daroca,,,3123969,41.1144048,-1.4144344
,9,6,1330,Daroce,Daroca,,,3123969,41.1144048,-1.4144344
,10,6,1330,Daroce,Daroca,,,3123969,41.1144048,-1.4144344
,11,6,1330,Daroce,Daroca,,,3123969,41.1144048,-1.4144344
,12,6,1330,Daroce,Daroca,,,3123969,41.1144048,-1.4144344
,13,6,1330,Daroce,Daroca,,,3123969,41.1144048,-1.4144344
,14,6,1330,Daroce,Daroca,,,3123969,41.1144048,-1.4144344
,15,6,1330,Daroce,Daroca,,,3123969,41.1144048,-1.4144344
,16,6,1330,Celffe,Cella,,,3125480,40.4544607,-1.2855615
,16,6,1330,"In loco de Celha, aldea Turoli",Cella,,,3125480,40.4544607,-1.2855615
,17,6,1330,Celfe aldea Turoli,Cella,,,3125480,40.4544607,-1.2855615
,17,6,1330,Celhe,Cella,,,3125480,40.4544607,-1.2855615
,18,6,1330,Turolii,Teruel,,,3108126,40.3456879,-1.1064345
,19,6,1330,Turolii,Teruel,,,3108126,40.3456879,-1.1064345
,20,6,1330,Turolii,Teruel,,,3108126,40.3456879,-1.1064345
,21,6,1330,Turolii,Teruel,,,3108126,40.3456879,-1.1064345
,22,6,1330,Turolii,Teruel,,,3108126,40.3456879,-1.1064345
,23,6,1330,Turolii,Teruel,,,3108126,40.3456879,-1.1064345
,24,6,1330,Turolii,Teruel,,,3108126,40.3456879,-1.1064345
,25,6,1330,Turolii,Teruel,,,3108126,40.3456879,-1.1064345
,26,6,1330,Turolii,Teruel,,,3108126,40.3456879,-1.1064345
,27,6,1330,Turolii,Teruel,,,3108126,40.3456879,-1.1064345
,28,6,1330,Turolii,Teruel,,,3108126,40.3456879,-1.1064345
,29,6,1330,Turolii,Teruel,,,3108126,40.3456879,-1.1064345
,30,6,1330,Turolii,Teruel,,,3108126,40.3456879,-1.1064345
,1,7,1330,Turolii,Teruel,,,3108126,40.3456879,-1.1064345
,2,7,1330,Turolii,Teruel,,,3108126,40.3456879,-1.1064345
,3,7,1330,Turolii,Teruel,,,3108126,40.3456879,-1.1064345
,4,7,1330,Turolii,Teruel,,,3108126,40.3456879,-1.1064345
,5,7,1330,Turolii,Teruel,,,3108126,40.3456879,-1.1064345
,6,7,1330,Turolii,Teruel,,,3108126,40.3456879,-1.1064345
,7,7,1330,Turolii,Teruel,,,3108126,40.3456879,-1.1064345
,8,7,1330,Turolii,Teruel,,,3108126,40.3456879,-1.1064345
,9,7,1330,Cubla,Cubla,,,3124161,40.209978,-1.0783712
,9,7,1330,Terol,Teruel,,,3108126,40.3456879,-1.1064345
,10,7,1330,Terol,Teruel,,,3108126,40.3456879,-1.1064345
,11,7,1330,Terol,Teruel,,,3108126,40.3456879,-1.1064345
,12,7,1330,Terol,Teruel,,,3108126,40.3456879,-1.1064345
,13,7,1330,Terol,Teruel,,"There are two entries in the pdf for this date, but they both say the same thing",3108126,40.3456879,-1.1064345
,14,7,1330,Terol,Teruel,,,3108126,40.3456879,-1.1064345
,15,7,1330,Terol,Teruel,,,3108126,40.3456879,-1.1064345
,16,7,1330,Teruel,Teruel,,,3108126,40.3456879,-1.1064345
,17,7,1330,Castralbo,Castralvo,,,3125777,40.3077236,-1.0741794
,17,7,1330,La Aldeola,Aldehuela de Liestos,,,3130455,41.0640787,-1.6997629
,17,7,1330,,,,,,,
,18,7,1330,Turolii,Teruel,,,3108126,40.3456879,-1.1064345
,19,7,1330,Turolii,Teruel,,,3108126,40.3456879,-1.1064345
,20,7,1330,Turolii,Teruel,,,3108126,40.3456879,-1.1064345
,21,7,1330,Turolii,Teruel,,,3108126,40.3456879,-1.1064345
,22,7,1330,Turolii,Teruel,,,3108126,40.3456879,-1.1064345
,23,7,1330,Turolii,Teruel,,,3108126,40.3456879,-1.1064345
,24,7,1330,Turolii,Teruel,,,3108126,40.3456879,-1.1064345
,25,7,1330,Turolii,Teruel,,,3108126,40.3456879,-1.1064345
,26,7,1330,Turolii,Teruel,,,3108126,40.3456879,-1.1064345
,27,7,1330,Turolii,Teruel,,,3108126,40.3456879,-1.1064345
,28,7,1330,Montalban,Montalbán,,"***While plausible, this seems extremely far for a one day jaunt.",3116441,40.8327391,-0.8002439
,29,7,1330,Terol,Teruel,,,3108126,40.3456879,-1.1064345
,30,7,1330,Terol,Teruel,,,3108126,40.3456879,-1.1064345
,31,7,1330,Terol,Teruel,,,3108126,40.3456879,-1.1064345
,1,8,1330,Turolii,Teruel,,,3108126,40.3456879,-1.1064345
,2,8,1330,Turolii,Teruel,,,3108126,40.3456879,-1.1064345
,3,8,1330,Turolii,Teruel,,,3108126,40.3456879,-1.1064345
,4,8,1330,Turolii,Teruel,,,3108126,40.3456879,-1.1064345
,5,8,1330,Turolii,Teruel,,,3108126,40.3456879,-1.1064345
,6,8,1330,Turolii,Teruel,,,3108126,40.3456879,-1.1064345
,7,8,1330,Turolii,Teruel,,,3108126,40.3456879,-1.1064345
,8,8,1330,Turolii,Teruel,,,3108126,40.3456879,-1.1064345
,9,8,1330,En el logar de Villiel,Villel,,,3104674,40.23446129999999,-1.188708
,9,8,1330,Teruel,Teruel,,,3108126,40.3456879,-1.1064345
,10,8,1330,Turolii,Teruel,,,3108126,40.3456879,-1.1064345
,11,8,1330,Turolii,Teruel,,,3108126,40.3456879,-1.1064345
,11,8,1330,"Pobla de Vayluert, aldea Turolii",La Puebla de Valverde,,,3119188,40.2253186,-0.9301201
,12,8,1330,"Sarrion, aldea Tyrolii",Sarrión,,,3109360,40.14175,-0.81533
,12,8,1330,Camarena,Camarena de la Sierra,,,3126919,40.1476484,-1.0412584
,13,8,1330,"Samarene, aldea Turolii",Camarena de la Sierra,,,3126919,40.1476484,-1.0412584
,13,8,1330,"Escrita en Samarene, aldea de Teruel",Camarena de la Sierra,,,3126919,40.1476484,-1.0412584
,14,8,1330,"Samarene, aldea Turoli",Camarena de la Sierra,,,3126919,40.1476484,-1.0412584
,14,8,1330,"Torrejon, aldea Turolii",Torrijas,,,3107705,40.0225156,-0.9572794
,15,8,1330,Arcos,Arcos de las Salinas,,,2521664,39.9935636,-1.0427543
,16,8,1330,,,,,,,
,17,8,1330,,,,,,,
,18,8,1330,In loco de Chella,Chelva,,,2519528,39.7494134,-0.9952132
,19,8,1330,,,,,,,
,20,8,1330,In loco de Exerica,Jérica,,,2516324,39.9117766,-0.5718884
,21,8,1330,In loco de Exerica,Jérica,,,2516324,39.9117766,-0.5718884
,22,8,1330,In loco de Exerica,Jérica,,,2516324,39.9117766,-0.5718884
,23,8,1330,Turoli,Teruel,,This seems far and oddly backtracking - perhaps an error or out of order. ***,3108126,40.3456879,-1.1064345
,23,8,1330,In loco de Serrione,Sarrión,,,3109360,40.14175,-0.81533
,24,8,1330,In loco de Serrione,Sarrión,,,3109360,40.14175,-0.81533
,24,8,1330,In Serrione aldea Turoli,Sarrión,,,3109360,40.14175,-0.81533
,25,8,1330,In Serrione aldea Turoli,Sarrión,,,3109360,40.14175,-0.81533
,26,8,1330,,,,,,,
,27,8,1330,In loco de Nogueruela,Nogueruelas,,,3115383,40.2365616,-0.6367043000000001
,27,8,1330,Alcala qui est monachorum,Alcalá de la Selva,,,3130615,40.37183870000001,-0.7192183000000001
,27,8,1330,de la Selba,Alcalá de la Selva,,,3130615,40.37183870000001,-0.7192183000000001
,28,8,1330,,,,,,,
,29,8,1330,In Mosquerole aldea Turoli,Mosqueruela,,,3116045,40.360983,-0.4484868
,30,8,1330,Mosqueruela,Mosqueruela,,,3116045,40.360983,-0.4484868
,31,8,1330,In loco de Mosquerola aldea Turoli,Mosqueruela,,,3116045,40.360983,-0.4484868
,1,9,1330,,,,,,,
,2,9,1330,,,,,,,
,3,9,1330,In loco de Ffortanerii,Fortanete,,,3122184,40.5045326,-0.5213356
,4,9,1330,In loco de Ffortanerii,Fortanete,,,3122184,40.5045326,-0.5213356
,5,9,1330,,,,,,,
,6,9,1330,,,,,,,
,7,9,1330,,,,,,,
,8,9,1330,,,,,,,
,9,9,1330,,,,,,,
,10,9,1330,In loco de Montealbano,Montalbán,,,3116441,40.8327391,-0.8002439
,11,9,1330,In loco de Montealbano,Montalbán,,,3116441,40.8327391,-0.8002439
,12,9,1330,Montealbano,Montalbán,,,3116441,40.8327391,-0.8002439
,13,9,1330,Montealbano,Montalbán,,,3116441,40.8327391,-0.8002439
,14,9,1330,Montealbano,Montalbán,,? in itinerary,3116441,40.8327391,-0.8002439
,15,9,1330,Montealbano,Montalbán,,,3116441,40.8327391,-0.8002439
,16,9,1330,Montealbano,Montalbán,,,3116441,40.8327391,-0.8002439
,16,9,1330,Montealbano,Montalbán,,,3116441,40.8327391,-0.8002439
,17,9,1330,Montealbano,Montalbán,,,3116441,40.8327391,-0.8002439
,18,9,1330,Montealbano,Montalbán,,,3116441,40.8327391,-0.8002439
,19,9,1330,Montealbano,Montalbán,,,3116441,40.8327391,-0.8002439
,20,9,1330,,,,,,,
,21,9,1330,In loco de Castellot,Castellote,,,3125880,40.799468,-0.318802
,22,9,1330,In loco de Castellot,Castellote,,,3125880,40.799468,-0.318802
,23,9,1330,,,,,,,
,24,9,1330,"In loco de Monterubeo, ordinis Calatraue",Monroyo,,,3116452,40.787417100000006,-0.0332365
,25,9,1330,,,,,,,
,26,9,1330,,,,,,,
,27,9,1330,Alcanicii,Alcañiz,,,3130606,41.0510353,-0.13353729999999994
,28,9,1330,,,,,,,
,29,9,1330,,,,,,,
,30,9,1330,,,,,,,
,1,10,1330,Escatron,Escatrón,,,3122995,41.2841606,-0.3266073
,2,10,1330,,,,,,,
,3,10,1330,In loco de Azuara,Azuara,,,3129051,41.2587485,-0.8710884
,3,10,1330,Lezara,Lécera,,,3118619,41.2045946,-0.7093397
,4,10,1330,,,,,,,
,5,10,1330,Fferrera de los Nauarros,Herrera de los Navarros,,,3120794,41.2092516,-1.0813656
,6,10,1330,,,,,,,
,7,10,1330,,,,,,,
,8,10,1330,,,,,,,
,9,10,1330,,,,,,,
,10,10,1330,"In loco de Moniesa, aldea Osce",Muniesa,,,3115902,41.0327755,-0.811547
,11,10,1330,Belchit,Belchite,,,12023502,41.3012911,-0.748976
,12,10,1330,,,,,,,
,13,10,1330,,,,,,,
,14,10,1330,,,,,,,
,15,10,1330,In Osa,Huesa del Común,,,3120515,41.0099182,-0.9181876
,15,10,1330,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,16,10,1330,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,17,10,1330,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,18,10,1330,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,19,10,1330,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,20,10,1330,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,21,10,1330,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,22,10,1330,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,23,10,1330,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,24,10,1330,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,25,10,1330,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,26,10,1330,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,27,10,1330,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,28,10,1330,Cesarauguste,Zaragoza,,?,3104324,41.6488226,-0.8890853000000001
,29,10,1330,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,30,10,1330,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,31,10,1330,Cesarauguste,Zaragoza,,?,3104324,41.6488226,-0.8890853000000001
,1,11,1330,Cesarauguste,Zaragoza,,?,3104324,41.6488226,-0.8890853000000001
,2,11,1330,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,3,11,1330,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,4,11,1330,Cesarauguste,Zaragoza,,?,3104324,41.6488226,-0.8890853000000001
,5,11,1330,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,6,11,1330,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,7,11,1330,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,8,11,1330,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,9,11,1330,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,10,11,1330,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,11,11,1330,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,12,11,1330,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,13,11,1330,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,14,11,1330,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,15,11,1330,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,16,11,1330,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,17,11,1330,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,18,11,1330,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,19,11,1330,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,20,11,1330,Cesarauguste,Zaragoza,,?,3104324,41.6488226,-0.8890853000000001
,21,11,1330,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,22,11,1330,,,,,,,
,23,11,1330,,,,,,,
,24,11,1330,Barbastri,Barbastro,,,3128795,42.0360435,0.1284404
,25,11,1330,Barbastri,Barbastro,,,3128795,42.0360435,0.1284404
,26,11,1330,Barbastri,Barbastro,,,3128795,42.0360435,0.1284404
,27,11,1330,In ciuitate Barbastri,Barbastro,,"*** This isn't a typo, there are 2 entries for this date in the PDF and they both say the same thing",3128795,42.0360435,0.1284404
,28,11,1330,In ciuitate Barbastri,Barbastro,,,3128795,42.0360435,0.1284404
,29,11,1330,Barbastri,Barbastro,,,3128795,42.0360435,0.1284404
,30,11,1330,Barbastri,Barbastro,,,3128795,42.0360435,0.1284404
,1,12,1330,Barbastri,Barbastro,,,3128795,42.0360435,0.1284404
,2,12,1330,Barbastri,Barbastro,,,3128795,42.0360435,0.1284404
,3,12,1330,Barbastri,Barbastro,,,3128795,42.0360435,0.1284404
,4,12,1330,Barbastri,Barbastro,,,3128795,42.0360435,0.1284404
,5,12,1330,Barbastri,Barbastro,,,3128795,42.0360435,0.1284404
,6,12,1330,Barbastri,Barbastro,,,3128795,42.0360435,0.1284404
,7,12,1330,Barbastri,Barbastro,,,3128795,42.0360435,0.1284404
,8,12,1330,Barbastri,Barbastro,,,3128795,42.0360435,0.1284404
,9,12,1330,Barbastri,Barbastro,,,3128795,42.0360435,0.1284404
,10,12,1330,Barbastri,Barbastro,,,3128795,42.0360435,0.1284404
,11,12,1330,Barbastri,Barbastro,,,3128795,42.0360435,0.1284404
,12,12,1330,Barbastri,Barbastro,,,3128795,42.0360435,0.1284404
,13,12,1330,Barbastri,Barbastro,,,3128795,42.0360435,0.1284404
,14,12,1330,Barbastri,Barbastro,,,3128795,42.0360435,0.1284404
,15,12,1330,Barbastri,Barbastro,,,3128795,42.0360435,0.1284404
,16,12,1330,Barbastri,Barbastro,,,3128795,42.0360435,0.1284404
,17,12,1330,In ecclesia Sancti Salvatoris,,,***This is not the cathedral - parish church?  Specifics?,,,
,18,12,1330,Barbastri,Barbastro,,,3128795,42.0360435,0.1284404
,19,12,1330,Barbastri,Barbastro,,,3128795,42.0360435,0.1284404
,20,12,1330,Barbastri,Barbastro,,,3128795,42.0360435,0.1284404
,21,12,1330,Barbastri,Barbastro,,,3128795,42.0360435,0.1284404
,22,12,1330,,,,,,,
,23,12,1330,,,,,,,
,24,12,1330,,,,,,,
,25,12,1330,Saragoça,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,26,12,1330,Saragoça,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,27,12,1330,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,28,12,1330,Cesarauguste,Zaragoza,,? in PDF,3104324,41.6488226,-0.8890853000000001
,29,12,1330,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,30,12,1330,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,31,12,1330,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,1,1,1331,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,2,1,1331,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,3,1,1331,Cesarauguste,Zaragoza,,? in PDF,3104324,41.6488226,-0.8890853000000001
,4,1,1331,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,5,1,1331,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,6,1,1331,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,7,1,1331,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,8,1,1331,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,9,1,1331,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,10,1,1331,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,11,1,1331,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,12,1,1331,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,13,1,1331,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,14,1,1331,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,15,1,1331,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,16,1,1331,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,17,1,1331,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,18,1,1331,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,19,1,1331,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,20,1,1331,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,21,1,1331,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,22,1,1331,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,23,1,1331,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,24,1,1331,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,25,1,1331,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,26,1,1331,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,27,1,1331,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,28,1,1331,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,29,1,1331,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,30,1,1331,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,31,1,1331,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,1,2,1331,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,2,2,1331,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,3,2,1331,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,4,2,1331,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,5,2,1331,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,6,2,1331,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,7,2,1331,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,8,2,1331,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,9,2,1331,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,10,2,1331,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,11,2,1331,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,12,2,1331,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,13,2,1331,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,14,2,1331,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,15,2,1331,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,16,2,1331,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,17,2,1331,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,18,2,1331,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,19,2,1331,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,20,2,1331,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,21,2,1331,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,22,2,1331,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,23,2,1331,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,24,2,1331,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,25,2,1331,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,26,2,1331,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,27,2,1331,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,28,2,1331,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,1,3,1331,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,2,3,1331,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,3,3,1331,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,4,3,1331,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,5,3,1331,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,6,3,1331,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,7,3,1331,Cesarauguste,Zaragoza,,? in PDF,3104324,41.6488226,-0.8890853000000001
,8,3,1331,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,9,3,1331,Cesarauguste,Zaragoza,,? in PDF,3104324,41.6488226,-0.8890853000000001
,10,3,1331,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,11,3,1331,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,12,3,1331,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,13,3,1331,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,14,3,1331,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,15,3,1331,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,16,3,1331,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,17,3,1331,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,18,3,1331,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,19,3,1331,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,20,3,1331,,,,,,,
,21,3,1331,Exee,Ejea de los Caballeros,,,3123688,42.1257236,-1.1365014
,22,3,1331,In villa Exee,Ejea de los Caballeros,,,3123688,42.1257236,-1.1365014
,23,3,1331,In villa Exee,Ejea de los Caballeros,,,3123688,42.1257236,-1.1365014
,24,3,1331,Exee,Ejea de los Caballeros,,,3123688,42.1257236,-1.1365014
,25,3,1331,,,,,,,
,26,3,1331,,,,,,,
,27,3,1331,,,,,,,
,28,3,1331,,,,,,,
,29,3,1331,Exee,Ejea de los Caballeros,,,3123688,42.1257236,-1.1365014
,30,3,1331,***,,,Footnote that i can't understand,,,
,31,3,1331,,,,,,,
,1,4,1331,Exee,Ejea de los Caballeros,,,3123688,42.1257236,-1.1365014
,2,4,1331,Exee,Ejea de los Caballeros,,,3123688,42.1257236,-1.1365014
,3,4,1331,Exee,Ejea de los Caballeros,,,3123688,42.1257236,-1.1365014
,4,4,1331,Exee,Ejea de los Caballeros,,,3123688,42.1257236,-1.1365014
,5,4,1331,Exee,Ejea de los Caballeros,,,3123688,42.1257236,-1.1365014
,6,4,1331,Exee,Ejea de los Caballeros,,,3123688,42.1257236,-1.1365014
,7,4,1331,Exee,Ejea de los Caballeros,,,3123688,42.1257236,-1.1365014
,8,4,1331,Exee,Ejea de los Caballeros,,,3123688,42.1257236,-1.1365014
,9,4,1331,In loco de Erla,Erla,,,3123068,42.1169172,-0.9492193
,10,4,1331,In loco de Erla,Erla,,,3123068,42.1169172,-0.9492193
,11,4,1331,In loco de Erla,Erla,,,3123068,42.1169172,-0.9492193
,11,4,1331,Exee,Ejea de los Caballeros,,,3123688,42.1257236,-1.1365014
,12,4,1331,Exee,Ejea de los Caballeros,,,3123688,42.1257236,-1.1365014
,13,4,1331,Exee,Ejea de los Caballeros,,,3123688,42.1257236,-1.1365014
,14,4,1331,Exee,Ejea de los Caballeros,,? in PDF,3123688,42.1257236,-1.1365014
,15,4,1331,Exee,Ejea de los Caballeros,,,3123688,42.1257236,-1.1365014
,16,4,1331,Exee,Ejea de los Caballeros,,,3123688,42.1257236,-1.1365014
,17,4,1331,Exee,Ejea de los Caballeros,,,3123688,42.1257236,-1.1365014
,18,4,1331,Exee,Ejea de los Caballeros,,,3123688,42.1257236,-1.1365014
,19,4,1331,,,,,,,
,20,4,1331,,,,,,,
