Weekday,day,month,year,Location_Book,modern_name,Loc_Code,Notes,geo_id,latitude,longitude
,30,3,1332,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,31,3,1332,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,1,4,1332,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,2,4,1332,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,3,4,1332,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,4,4,1332,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,5,4,1332,,,,,,,
,6,4,1332,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,7,4,1332,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,8,4,1332,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,9,4,1332,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,10,4,1332,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,11,4,1332,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,12,4,1332,,,,,,,
,13,4,1332,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,14,4,1332,In loco de Ricla,Ricla,,,3111769,41.506493,-1.4036178999999998
,15,4,1332,Ricle,Ricla,,,3111769,41.506493,-1.4036178999999998
,16,4,1332,In loco de Epila,Épila,,,3123106,41.5746462,-1.2313618
,17,4,1332,,,,,,,
,18,4,1332,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,19,4,1332,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,20,4,1332,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,21,4,1332,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,22,4,1332,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,23,4,1332,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,24,4,1332,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,25,4,1332,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,26,4,1332,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,27,4,1332,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,28,4,1332,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,29,4,1332,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,30,4,1332,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,1,5,1332,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,2,5,1332,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,3,5,1332,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,4,5,1332,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,5,5,1332,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,6,5,1332,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,7,5,1332,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,8,5,1332,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,9,5,1332,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,10,5,1332,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,11,5,1332,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,12,5,1332,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,13,5,1332,,,,,,,
,14,5,1332,,,,,,,
,15,5,1332,Gandesie,Gandesa,,,3121642,41.05243770000001,0.4372669
,16,5,1332,Gandesie,Gandesa,,,3121642,41.05243770000001,0.4372669
,16,5,1332,In loco de la Genebrosa,La Ginebrosa,,,3119683,40.8705128,-0.1345813
,17,5,1332,Gandesa,Gandesa,,,3121642,41.05243770000001,0.4372669
,18,5,1332,In loco de Arta,Horta de San Juan,,,3120636,40.9538408,0.315441
,19,5,1332,In loco de Valderoures or Valderrobes,Valderrobres,,,3106803,40.8754423,0.1550969
,20,5,1332,In loco de Valderrobes,Valderrobres,,,3106803,40.8754423,0.1550969
,20,5,1332,In loco de Monterubeo,Monroyo,,,3116452,40.787417100000006,-0.0332365
,20,5,1332,In loco de Orta (?),Horta de San Juan,,,3120636,40.9538408,0.315441
,21,5,1332,In loco de la Tenebrosa,La Ginebrosa,,,3119683,40.8705128,-0.1345813
,22,5,1332,In loco de Castellot,Castellote,,,3125880,40.799468,-0.318802
,23,5,1332,In loco de les Coues de Canyart,Las Cuevas de Cañart,,,3118964,40.7625692,-0.4296049
,24,5,1332,In loco de Exulbe,Ejulve,,,3123686,40.7759716,-0.5535578
,24,5,1332,In loco de Xulbe,Ejulve,,,3123686,40.7759716,-0.5535578
,25,5,1332,In loco de Aliaga,Aliaga,,,3130372,40.6725204,-0.702812
,26,5,1332,,,,,,,
,27,5,1332,Turoli,Teruel,,,3108126,40.3456879,-1.1064345
,28,5,1332,Turoli,Teruel,,,3108126,40.3456879,-1.1064345
,29,5,1332,Turoli,Teruel,,,3108126,40.3456879,-1.1064345
,30,5,1332,Turoli,Teruel,,,3108126,40.3456879,-1.1064345
,31,5,1332,,,,,,,
,1,6,1332,Turolii,Teruel,,,3108126,40.3456879,-1.1064345
,1,6,1332,Turolii,Teruel,,,3108126,40.3456879,-1.1064345
,2,6,1332,Turolii,Teruel,,,3108126,40.3456879,-1.1064345
,3,6,1332,Turolii,Teruel,,,3108126,40.3456879,-1.1064345
,4,6,1332,Turolii,Teruel,,,3108126,40.3456879,-1.1064345
,5,6,1332,Turolii,Teruel,,,3108126,40.3456879,-1.1064345
,6,6,1332,Turolii,Teruel,,,3108126,40.3456879,-1.1064345
,7,6,1332,Turolii,Teruel,,,3108126,40.3456879,-1.1064345
,8,6,1332,Turolii,Teruel,,,3108126,40.3456879,-1.1064345
,9,6,1332,Turolii,Teruel,,,3108126,40.3456879,-1.1064345
,10,6,1332,Turolii,Teruel,,,3108126,40.3456879,-1.1064345
,11,6,1332,Turolii,Teruel,,,3108126,40.3456879,-1.1064345
,12,6,1332,Turolii,Teruel,,,3108126,40.3456879,-1.1064345
,13,6,1332,Turolii,Teruel,,,3108126,40.3456879,-1.1064345
,14,6,1332,Turolii,Teruel,,,3108126,40.3456879,-1.1064345
,15,6,1332,,,,,,,
,16,6,1332,Turolii,Teruel,,,3108126,40.3456879,-1.1064345
,17,6,1332,Turolii,Teruel,,,3108126,40.3456879,-1.1064345
,18,6,1332,Turolii,Teruel,,,3108126,40.3456879,-1.1064345
,19,6,1332,Turolii,Teruel,,,3108126,40.3456879,-1.1064345
,20,6,1332,Turolii,Teruel,,,3108126,40.3456879,-1.1064345
,21,6,1332,Turolii,Teruel,,,3108126,40.3456879,-1.1064345
,22,6,1332,Turolii,Teruel,,,3108126,40.3456879,-1.1064345
,23,6,1332,Turolii,Teruel,,,3108126,40.3456879,-1.1064345
,24,6,1332,Turolii,Teruel,,,3108126,40.3456879,-1.1064345
,25,6,1332,Turolii,Teruel,,,3108126,40.3456879,-1.1064345
,26,6,1332,Turolii,Teruel,,,3108126,40.3456879,-1.1064345
,27,6,1332,,,,,,,
,28,6,1332,,,,,,,
,29,6,1332,Turolii,Teruel,,,3108126,40.3456879,-1.1064345
,30,6,1332,,,,,,,
,1,7,1332,Turolii,Teruel,,,3108126,40.3456879,-1.1064345
,2,7,1332,Turolii,Teruel,,,3108126,40.3456879,-1.1064345
,3,7,1332,Turolii,Teruel,,,3108126,40.3456879,-1.1064345
,4,7,1332,Turolii,Teruel,,,3108126,40.3456879,-1.1064345
,5,7,1332,Turolii,Teruel,,,3108126,40.3456879,-1.1064345
,6,7,1332,Turolii,Teruel,,,3108126,40.3456879,-1.1064345
,7,7,1332,Turolii,Teruel,,,3108126,40.3456879,-1.1064345
,8,7,1332,Turolii,Teruel,,,3108126,40.3456879,-1.1064345
,9,7,1332,Turolii,Teruel,,,3108126,40.3456879,-1.1064345
,10,7,1332,,,,,,,
,11,7,1332,,,,,,,
,12,7,1332,Daroce,Daroca,,,3123969,41.1144048,-1.4144344
,13,7,1332,Daroce,Daroca,,,3123969,41.1144048,-1.4144344
,14,7,1332,Daroce,Daroca,,,3123969,41.1144048,-1.4144344
,15,7,1332,Daroce,Daroca,,,3123969,41.1144048,-1.4144344
,16,7,1332,Daroce,Daroca,,,3123969,41.1144048,-1.4144344
,17,7,1332,Daroce,Daroca,,,3123969,41.1144048,-1.4144344
,18,7,1332,Daroce,Daroca,,,3123969,41.1144048,-1.4144344
,19,7,1332,Daroce,Daroca,,,3123969,41.1144048,-1.4144344
,20,7,1332,Daroce,Daroca,,,3123969,41.1144048,-1.4144344
,21,7,1332,Daroce,Daroca,,,3123969,41.1144048,-1.4144344
,22,7,1332,Daroce,Daroca,,,3123969,41.1144048,-1.4144344
,23,7,1332,Daroce,Daroca,,,3123969,41.1144048,-1.4144344
,24,7,1332,Daroce,Daroca,,,3123969,41.1144048,-1.4144344
,25,7,1332,,,,,,,
,26,7,1332,Darocha,Daroca,,,3123969,41.1144048,-1.4144344
,27,7,1332,Daroce,Daroca,,,3123969,41.1144048,-1.4144344
,28,7,1332,Daroce,Daroca,,,3123969,41.1144048,-1.4144344
,29,7,1332,Daroce,Daroca,,,3123969,41.1144048,-1.4144344
,30,7,1332,Daroce,Daroca,,,3123969,41.1144048,-1.4144344
,31,7,1332,Daroce,Daroca,,,3123969,41.1144048,-1.4144344
,1,8,1332,Daroce,Daroca,,,3123969,41.1144048,-1.4144344
,2,8,1332,,,,,,,
,3,8,1332,Daroce,Daroca,,,3123969,41.1144048,-1.4144344
,4,8,1332,Daroce,Daroca,,,3123969,41.1144048,-1.4144344
,5,8,1332,Daroce,Daroca,,,3123969,41.1144048,-1.4144344
,6,8,1332,Daroce,Daroca,,,3123969,41.1144048,-1.4144344
,7,8,1332,Daroce,Daroca,,,3123969,41.1144048,-1.4144344
,8,8,1332,Daroce,Daroca,,,3123969,41.1144048,-1.4144344
,9,8,1332,"In loco de Burbaguena, aldea Daroce",Burbáguena,,,3127487,41.0184328,-1.3378849
,9,8,1332,"In loco de Navarreto, aldea Daroce",Navarrete del Río,,,3115599,40.9297829,-1.2560126
,10,8,1332,"In loco de Nauaret, aldea Daroce",Navarrete del Río,,,3115599,40.9297829,-1.2560126
,10,8,1332,"In loco de Barrachina, aldea Daroce",Barrachina,,,3128654,40.89690220000001,-1.1383006000000002
,11,8,1332,"In loco de Pancrudo, aldea Daroce",Pancrudo,,,3114463,40.7622836,-1.0283965
,11,8,1332,Daroce,Daroca,,,3123969,41.1144048,-1.4144344
,12,8,1332,,,,,,,
,13,8,1332,Daroce,Daroca,,,3123969,41.1144048,-1.4144344
,14,8,1332,,,,,,,
,15,8,1332,,,,,,,
,16,8,1332,,,,,,,
,17,8,1332,Daroce,Daroca,,,3123969,41.1144048,-1.4144344
,18,8,1332,Daroce,Daroca,,,3123969,41.1144048,-1.4144344
,18,8,1332,Turolii,Teruel,,"The book list Teruel first, but this backing and forthing seems extremely unlikely",3108126,40.3456879,-1.1064345
,19,8,1332,Turolii,Teruel,,,3108126,40.3456879,-1.1064345
,20,8,1332,,,,,,,
,21,8,1332,Turolii,Teruel,,,3108126,40.3456879,-1.1064345
,22,8,1332,Daroce,Daroca,,***Seems extremely far - check.,3123969,41.1144048,-1.4144344
,23,8,1332,Baguane,Báguena,,,3129010,41.040396,-1.358701
,24,8,1332,Turolii,Teruel,,,3108126,40.3456879,-1.1064345
,25,8,1332,Turolii,Teruel,,,3108126,40.3456879,-1.1064345
,25,8,1332,"In loco de Villafrancha, aldea Daroce",Villafranca del Campo,,,3105602,40.6947269,-1.346322
,25,8,1332,Daroce,Daroca,,,3123969,41.1144048,-1.4144344
,26,8,1332,Daroce,Daroca,,,3123969,41.1144048,-1.4144344
,27,8,1332,Daroce,Daroca,,,3123969,41.1144048,-1.4144344
,28,8,1332,Daroce,Daroca,,,3123969,41.1144048,-1.4144344
,28,8,1332,"In loco de Vaguen, aldea Daroce or Vaguena",Báguena,,,3129010,41.040396,-1.358701
,29,8,1332,"In loco de Fferreruela, aldea Daroce",Ferreruela de Huerva,,,3122495,41.0634818,-1.2332582
,29,8,1332,Daroce,Daroca,,,3123969,41.1144048,-1.4144344
,30,8,1332,,,,,,,
,31,8,1332,Daroce,Daroca,,,3123969,41.1144048,-1.4144344
,1,9,1332,Daroce,Daroca,,,3123969,41.1144048,-1.4144344
,2,9,1332,Daroce,Daroca,,,3123969,41.1144048,-1.4144344
,3,9,1332,Daroce,Daroca,,,3123969,41.1144048,-1.4144344
,4,9,1332,Daroce,Daroca,,,3123969,41.1144048,-1.4144344
,5,9,1332,Daroce,Daroca,,,3123969,41.1144048,-1.4144344
,6,9,1332,Daroce,Daroca,,,3123969,41.1144048,-1.4144344
,7,9,1332,Daroce,Daroca,,,3123969,41.1144048,-1.4144344
,8,9,1332,Daroce,Daroca,,,3123969,41.1144048,-1.4144344
,9,9,1332,Daroce,Daroca,,,3123969,41.1144048,-1.4144344
,10,9,1332,Daroce,Daroca,,,3123969,41.1144048,-1.4144344
,11,9,1332,Daroce,Daroca,,,3123969,41.1144048,-1.4144344
,12,9,1332,Daroce,Daroca,,,3123969,41.1144048,-1.4144344
,13,9,1332,Daroce,Daroca,,,3123969,41.1144048,-1.4144344
,14,9,1332,,,,,,,
,15,9,1332,,,,,,,
,16,9,1332,,,,,,,
,17,9,1332,Tiraçone,Tarazona,,,3108308,41.9042972,-1.7222535
,18,9,1332,Tiraçone,Tarazona,,,3108308,41.9042972,-1.7222535
,19,9,1332,Tiraçone,Tarazona,,,3108308,41.9042972,-1.7222535
,20,9,1332,Tiraçone,Tarazona,,,3108308,41.9042972,-1.7222535
,21,9,1332,Tiraçone,Tarazona,,,3108308,41.9042972,-1.7222535
,22,9,1332,Tiraçone,Tarazona,,,3108308,41.9042972,-1.7222535
,23,9,1332,Tiraçone,Tarazona,,,3108308,41.9042972,-1.7222535
,24,9,1332,Taraçona,Tarazona,,,3108308,41.9042972,-1.7222535
,25,9,1332,Tiraçone,Tarazona,,,3108308,41.9042972,-1.7222535
,26,9,1332,Tiraçone,Tarazona,,,3108308,41.9042972,-1.7222535
,27,9,1332,,,,,,,
,28,9,1332,Tiraçone,Tarazona,,,3108308,41.9042972,-1.7222535
,29,9,1332,Tiraçone,Tarazona,,,3108308,41.9042972,-1.7222535
,30,9,1332,Tiraçone,Tarazona,,,3108308,41.9042972,-1.7222535
,1,10,1332,Tiraçone,Tarazona,,,3108308,41.9042972,-1.7222535
,2,10,1332,Tiraçone,Tarazona,,,3108308,41.9042972,-1.7222535
,3,10,1332,Tiraçone,Tarazona,,,3108308,41.9042972,-1.7222535
,4,10,1332,,,,,,,
,5,10,1332,Tiraçone,Tarazona,,,3108308,41.9042972,-1.7222535
,6,10,1332,Tiraçone,Tarazona,,,3108308,41.9042972,-1.7222535
,7,10,1332,,,,,,,
,8,10,1332,Tiraçone,Tarazona,,,3108308,41.9042972,-1.7222535
,9,10,1332,Tiraçone,Tarazona,,,3108308,41.9042972,-1.7222535
,10,10,1332,Tiraçone,Tarazona,,,3108308,41.9042972,-1.7222535
,11,10,1332,Tiraçone,Tarazona,,,3108308,41.9042972,-1.7222535
,12,10,1332,Tiraçone,Tarazona,,,3108308,41.9042972,-1.7222535
,13,10,1332,Tiraçone,Tarazona,,,3108308,41.9042972,-1.7222535
,14,10,1332,Tiraçone,Tarazona,,,3108308,41.9042972,-1.7222535
,15,10,1332,Tiraçone,Tarazona,,,3108308,41.9042972,-1.7222535
,16,10,1332,In loco de Burgie,Borja,,,3127800,41.8337231,-1.5341785
,16,10,1332,Burgie,Borja,,,3127800,41.8337231,-1.5341785
,17,10,1332,Burgie,Borja,,,3127800,41.8337231,-1.5341785
,18,10,1332,,,,,,,
,19,10,1332,Burgie,Borja,,,3127800,41.8337231,-1.5341785
,20,10,1332,Burgie,Borja,,,3127800,41.8337231,-1.5341785
,21,10,1332,Burgie,Borja,,,3127800,41.8337231,-1.5341785
,22,10,1332,Burgie,Borja,,,3127800,41.8337231,-1.5341785
,23,10,1332,Burgie,Borja,,,3127800,41.8337231,-1.5341785
,24,10,1332,Burgie,Borja,,,3127800,41.8337231,-1.5341785
,25,10,1332,Burgie,Borja,,,3127800,41.8337231,-1.5341785
,26,10,1332,Burgie,Borja,,,3127800,41.8337231,-1.5341785
,27,10,1332,Burgie,Borja,,,3127800,41.8337231,-1.5341785
,28,10,1332,Burgie,Borja,,,3127800,41.8337231,-1.5341785
,29,10,1332,Burgie,Borja,,,3127800,41.8337231,-1.5341785
,30,10,1332,Burgie,Borja,,,3127800,41.8337231,-1.5341785
,31,10,1332,Burgie,Borja,,,3127800,41.8337231,-1.5341785
,1,11,1332,Burgie,Borja,,,3127800,41.8337231,-1.5341785
,2,11,1332,Burgie,Borja,,,3127800,41.8337231,-1.5341785
,3,11,1332,Burgie,Borja,,,3127800,41.8337231,-1.5341785
,4,11,1332,Burgie,Borja,,,3127800,41.8337231,-1.5341785
,5,11,1332,Burgie,Borja,,,3127800,41.8337231,-1.5341785
,6,11,1332,Burgie,Borja,,,3127800,41.8337231,-1.5341785
,7,11,1332,Burgie,Borja,,,3127800,41.8337231,-1.5341785
,8,11,1332,Burgie,Borja,,,3127800,41.8337231,-1.5341785
,9,11,1332,Burgie,Borja,,,3127800,41.8337231,-1.5341785
,10,11,1332,Burgie,Borja,,,3127800,41.8337231,-1.5341785
,11,11,1332,,,,,,,
,12,11,1332,Burgie,Borja,,,3127800,41.8337231,-1.5341785
,13,11,1332,Burgie,Borja,,,3127800,41.8337231,-1.5341785
,14,11,1332,Burgie,Borja,,,3127800,41.8337231,-1.5341785
,15,11,1332,Burgie,Borja,,,3127800,41.8337231,-1.5341785
,16,11,1332,En Borja,Borja,,,3127800,41.8337231,-1.5341785
,17,11,1332,Burgie,Borja,,,3127800,41.8337231,-1.5341785
,18,11,1332,Burgie,Borja,,,3127800,41.8337231,-1.5341785
,19,11,1332,Burgie,Borja,,,3127800,41.8337231,-1.5341785
,20,11,1332,Burgie,Borja,,,3127800,41.8337231,-1.5341785
,21,11,1332,Burgie,Borja,,,3127800,41.8337231,-1.5341785
,22,11,1332,Burgie,Borja,,,3127800,41.8337231,-1.5341785
,23,11,1332,Burgie,Borja,,,3127800,41.8337231,-1.5341785
,24,11,1332,Burgie,Borja,,,3127800,41.8337231,-1.5341785
,25,11,1332,,,,,,,
,26,11,1332,Burgie,Borja,,,3127800,41.8337231,-1.5341785
,27,11,1332,Burgie,Borja,,,3127800,41.8337231,-1.5341785
,28,11,1332,Burgie,Borja,,,3127800,41.8337231,-1.5341785
,29,11,1332,Borja,Borja,,,3127800,41.8337231,-1.5341785
,30,11,1332,Burgie,Borja,,,3127800,41.8337231,-1.5341785
,1,12,1332,Burgie,Borja,,,3127800,41.8337231,-1.5341785
,1,12,1332,In Magallone,Magallón,,,3117708,41.83218220000001,-1.4615955
,2,12,1332,In loco de Magallone,Magallón,,,3117708,41.83218220000001,-1.4615955
,3,12,1332,In loco de Magallone,Magallón,,,3117708,41.83218220000001,-1.4615955
,4,12,1332,In loco de Magallyon,Magallón,,,3117708,41.83218220000001,-1.4615955
,5,12,1332,In Magallone,Magallón,,,3117708,41.83218220000001,-1.4615955
,6,12,1332,In Magallone,Magallón,,,3117708,41.83218220000001,-1.4615955
,7,12,1332,In Magallone,Magallón,,,3117708,41.83218220000001,-1.4615955
,8,12,1332,In Magallone,Magallón,,,3117708,41.83218220000001,-1.4615955
,9,12,1332,In Magallone,Magallón,,,3117708,41.83218220000001,-1.4615955
,10,12,1332,In Magallone,Magallón,,,3117708,41.83218220000001,-1.4615955
,11,12,1332,In loco de Magallone,Magallón,,,3117708,41.83218220000001,-1.4615955
,12,12,1332,In loco de Magallone,Magallón,,,3117708,41.83218220000001,-1.4615955
,13,12,1332,In Magallone,Magallón,,,3117708,41.83218220000001,-1.4615955
,14,12,1332,In Magallone,Magallón,,,3117708,41.83218220000001,-1.4615955
,15,12,1332,In Magallone,Magallón,,,3117708,41.83218220000001,-1.4615955
,16,12,1332,In Magallone,Magallón,,,3117708,41.83218220000001,-1.4615955
,17,12,1332,Pedrole,Pedrola,,,3114097,41.7851062,-1.2185371
,17,12,1332,In loco de Gallur,Gallur,,,3121679,41.8662402,-1.3143906
,18,12,1332,Pedrole,Pedrola,,,3114097,41.7851062,-1.2185371
,18,12,1332,In Alagone,Alagón,,,3130739,41.7689166,-1.1173153999999998
,19,12,1332,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,20,12,1332,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,21,12,1332,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,22,12,1332,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,23,12,1332,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,24,12,1332,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,25,12,1332,,,,,,,
,26,12,1332,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,27,12,1332,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,28,12,1332,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,29,12,1332,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,30,12,1332,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,31,12,1332,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,1,1,1333,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,2,1,1333,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,3,1,1333,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,4,1,1333,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,5,1,1333,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,6,1,1333,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,7,1,1333,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,8,1,1333,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,9,1,1333,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,10,1,1333,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,11,1,1333,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,12,1,1333,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,13,1,1333,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,14,1,1333,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,15,1,1333,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,16,1,1333,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,17,1,1333,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,18,1,1333,Cesarauguste,Zaragoza,,,3104324,41.6488226,-0.8890853000000001
,19,1,1333,In loco de Almudenar,Almudévar,,,3130279,42.04331129999999,-0.5840564
,20,1,1333,In loco de Almudenar,Almudévar,,,3130279,42.04331129999999,-0.5840564
,21,1,1333,In loco de Almudenar,Almudévar,,,3130279,42.04331129999999,-0.5840564
,22,1,1333,In loco de Almudenar,Almudévar,,,3130279,42.04331129999999,-0.5840564
,23,1,1333,In loco de Almudenar,Almudévar,,,3130279,42.04331129999999,-0.5840564
,24,1,1333,Osce,Huesca,,,3120514,42.131845,-0.4078058
,25,1,1333,Osce,Huesca,,,3120514,42.131845,-0.4078058
,26,1,1333,Osce,Huesca,,,3120514,42.131845,-0.4078058
,27,1,1333,Osce,Huesca,,,3120514,42.131845,-0.4078058
,27,1,1333,In loco de Tierz,Tierz,,,3108097,42.1323338,-0.3533607
,28,1,1333,Saranyene,Sariñena,,,3109380,41.791630700000006,-0.15769129999999998
,29,1,1333,Saranyene,Sariñena,,,3109380,41.791630700000006,-0.15769129999999998
,30,1,1333,Saranyene,Sariñena,,,3109380,41.791630700000006,-0.15769129999999998
,31,1,1333,Saranyene,Sariñena,,,3109380,41.791630700000006,-0.15769129999999998
,1,2,1333,Saranyene,Sariñena,,,3109380,41.791630700000006,-0.15769129999999998
,2,2,1333,,,,,,,
,3,2,1333,Saranyene,Sariñena,,,3109380,41.791630700000006,-0.15769129999999998
,4,2,1333,Saranyene,Sariñena,,,3109380,41.791630700000006,-0.15769129999999998
,5,2,1333,Saranyene,Sariñena,,,3109380,41.791630700000006,-0.15769129999999998
,6,2,1333,Saranyene,Sariñena,,,3109380,41.791630700000006,-0.15769129999999998
,7,2,1333,Saranyene,Sariñena,,,3109380,41.791630700000006,-0.15769129999999998
,8,2,1333,Saranyene,Sariñena,,,3109380,41.791630700000006,-0.15769129999999998
,9,2,1333,Saranyene,Sariñena,,,3109380,41.791630700000006,-0.15769129999999998
,10,2,1333,Saranyene,Sariñena,,,3109380,41.791630700000006,-0.15769129999999998
,11,2,1333,Saranyene,Sariñena,,,3109380,41.791630700000006,-0.15769129999999998
,12,2,1333,Saranyene,Sariñena,,,3109380,41.791630700000006,-0.15769129999999998
,13,2,1333,Saranyene,Sariñena,,,3109380,41.791630700000006,-0.15769129999999998
,14,2,1333,Saranyene,Sariñena,,,3109380,41.791630700000006,-0.15769129999999998
,15,2,1333,Saranyene,Sariñena,,,3109380,41.791630700000006,-0.15769129999999998
,16,2,1333,Saranyene,Sariñena,,,3109380,41.791630700000006,-0.15769129999999998
,17,2,1333,,,,,,,
,18,2,1333,,,,,,,
,19,2,1333,,,,,,,
,20,2,1333,Exee,Ejea de los Caballeros,,,3123688,42.1257236,-1.1365014
,21,2,1333,Exee,Ejea de los Caballeros,,,3123688,42.1257236,-1.1365014
,22,2,1333,,,,,,,
,23,2,1333,Exee,Ejea de los Caballeros,,,3123688,42.1257236,-1.1365014
,24,2,1333,Exee,Ejea de los Caballeros,,,3123688,42.1257236,-1.1365014
,25,2,1333,Exee,Ejea de los Caballeros,,,3123688,42.1257236,-1.1365014
,26,2,1333,Exee,Ejea de los Caballeros,,,3123688,42.1257236,-1.1365014
,27,2,1333,Exee,Ejea de los Caballeros,,,3123688,42.1257236,-1.1365014
,28,2,1333,Exee,Ejea de los Caballeros,,,3123688,42.1257236,-1.1365014
,1,3,1333,Exee,Ejea de los Caballeros,,,3123688,42.1257236,-1.1365014
,2,3,1333,Çuffarie,Zuera,,,3104226,41.8685433,-0.7901334
,3,3,1333,Çuffarie,Zuera,,,3104226,41.8685433,-0.7901334
,4,3,1333,Çuffarie,Zuera,,,3104226,41.8685433,-0.7901334
,5,3,1333,Çuffarie,Zuera,,,3104226,41.8685433,-0.7901334
,6,3,1333,Çuffarie,Zuera,,,3104226,41.8685433,-0.7901334
,7,3,1333,Çuffarie,Zuera,,,3104226,41.8685433,-0.7901334
,8,3,1333,Çuffarie,Zuera,,,3104226,41.8685433,-0.7901334
,8,3,1333,Exee,Ejea de los Caballeros,,,3123688,42.1257236,-1.1365014
,9,3,1333,,,,,,,
,10,3,1333,,,,,,,
,11,3,1333,,,,,,,
